f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,user_id
0.5504671335220337,0.30182722210884094,-0.07657332718372345,0.5954516530036926,-1.8208985328674316,-0.6492819786071777,1.6634249687194824,0.20198391377925873,-1.0810573101043701,-0.16846385598182678,7.0
0.18748903274536133,-0.01112709566950798,-0.11272619664669037,0.20746177434921265,-0.5274671316146851,0.18565624952316284,0.15085597336292267,-0.019624486565589905,0.07354775816202164,-0.0306028351187706,8.0
-0.39229530096054077,2.291581153869629,0.6712660193443298,-1.1427867412567139,0.21636542677879333,-1.6665183305740356,1.402146816253662,-0.08677420765161514,-1.1081914901733398,-1.017357587814331,6.0
1.3823586702346802,-1.2623913288116455,-0.23613882064819336,1.0012834072113037,-0.16951924562454224,-1.0293508768081665,0.32302623987197876,-0.6997154951095581,-0.7032644152641296,-0.13717341423034668,0.0
0.8395925760269165,-0.6878166198730469,0.09779928624629974,0.1345650553703308,-0.42827868461608887,-1.7699106931686401,1.4540441036224365,-0.5851021409034729,-1.4511287212371826,-0.4002949893474579,6.0
1.4543756246566772,-0.8837649822235107,-0.4770674407482147,0.9181532859802246,-1.3272675275802612,-1.2606860399246216,1.529313564300537,-0.47756510972976685,-1.2682228088378906,-0.02838495373725891,6.0
-0.1341429352760315,-0.6482806205749512,0.6622122526168823,-0.009804166853427887,2.2093958854675293,-1.117289662361145,-0.7965216636657715,-0.7885904312133789,-0.9675577878952026,-0.8715877532958984,2.0
1.1381338834762573,-0.40122947096824646,-0.4531336724758148,1.1210005283355713,-1.6112664937973022,-0.7090825438499451,1.5028924942016602,-0.288008451461792,-0.7631945013999939,0.12391822785139084,3.0
-0.30928361415863037,0.699231743812561,0.04604343697428703,0.09388873726129532,-0.8078756332397461,-0.28300395607948303,0.7319315671920776,0.11424053460359573,-0.489464670419693,-0.17394733428955078,9.0
1.1583350896835327,-0.41633906960487366,-0.4752594530582428,1.1273609399795532,-1.704567551612854,-0.7015411257743835,1.630241870880127,-0.2192685753107071,-0.9248436689376831,0.10763489454984665,3.0
-0.05321834608912468,-0.04801122099161148,-0.14201368391513824,0.05055905133485794,-0.3022320568561554,0.07262403517961502,0.28661078214645386,-0.040306735783815384,0.001184418797492981,-0.05306282266974449,1.0
0.3347488045692444,0.003118544816970825,-0.13095565140247345,0.3847481906414032,-0.6472885608673096,0.08340919762849808,0.15040524303913116,-0.005478598177433014,-0.00729716382920742,-0.05392294377088547,5.0
0.824296236038208,-0.2287909984588623,-0.3065282106399536,0.9479094743728638,-1.0843122005462646,-0.4080435037612915,0.74628084897995,-0.16208772361278534,-0.2796614468097687,0.006381794810295105,3.0
-0.42134279012680054,-0.1997261345386505,0.714623212814331,-0.21982601284980774,2.0706984996795654,-0.9701404571533203,-0.5924448370933533,-0.6928327083587646,-0.7428871989250183,-0.7206735014915466,2.0
0.414988249540329,-0.015934616327285767,-0.15445488691329956,0.45494693517684937,-0.7601175308227539,0.06209871917963028,0.2626919448375702,-0.01378096453845501,-0.02267361246049404,-0.037451714277267456,5.0
0.22760969400405884,0.023685671389102936,-0.10475212335586548,0.20104378461837769,-0.5246701240539551,0.23554939031600952,0.028704360127449036,0.007687797769904137,0.10868710279464722,-0.0568515881896019,8.0
-0.2102789431810379,-0.19695976376533508,0.42549264430999756,-0.09372620284557343,1.114984154701233,-0.5456830263137817,-0.4084751605987549,-0.46338534355163574,-0.33458635210990906,-0.46042829751968384,2.0
-0.2824842035770416,0.8228719830513,0.02876098081469536,0.027044199407100677,-0.8047645092010498,-0.24138176441192627,0.7271057367324829,0.15605036914348602,-0.4428121745586395,-0.2152801752090454,9.0
0.10864660143852234,-0.009642533957958221,-0.14843209087848663,0.25929906964302063,-0.4739502966403961,-0.07099124044179916,0.2664250135421753,-0.05760616064071655,-0.11537005007266998,-0.08334805816411972,1.0
0.3596886396408081,-0.07891257107257843,-0.17504236102104187,0.39962267875671387,-0.6265097856521606,0.018730711191892624,0.19614017009735107,-0.07325620949268341,-0.018755512312054634,-0.060240697115659714,8.0
1.5069307088851929,-1.2617539167404175,-0.40830934047698975,1.0851821899414062,-0.611091673374176,-1.0453015565872192,0.7196590900421143,-0.6501789093017578,-0.7839580178260803,-0.009306691586971283,0.0
0.00552038848400116,0.26393547654151917,-0.06338609755039215,-0.005123704671859741,-0.42001935839653015,0.1134815439581871,0.07648319005966187,0.08051552623510361,-0.036003999412059784,-0.12054868787527084,1.0
1.0025047063827515,-0.706829309463501,-0.5512558817863464,1.0461134910583496,-1.3003945350646973,-0.8363032341003418,1.4695746898651123,-0.5041267275810242,-0.7040311098098755,0.16673636436462402,0.0
0.19517311453819275,1.2105594873428345,-0.3343907296657562,-0.4896695017814636,-0.9381961226463318,0.22182825207710266,0.6145876049995422,0.3674044609069824,0.31288883090019226,-0.4428245723247528,9.0
1.3830571174621582,-1.0342929363250732,-0.5443733930587769,1.0580922365188599,-1.1585065126419067,-0.9775429368019104,1.2175402641296387,-0.6326101422309875,-0.8404515385627747,0.1527460813522339,0.0
0.05377648398280144,-0.43694552779197693,0.3941493332386017,-0.6514914035797119,3.393754005432129,-1.547843337059021,-1.1340348720550537,-1.0603396892547607,-1.2619550228118896,-1.3997294902801514,4.0
0.3395444452762604,-0.00033502280712127686,-0.11940525472164154,0.39588016271591187,-0.7400100231170654,0.07104460150003433,0.3670235574245453,-0.026469700038433075,-0.05261298269033432,-0.022130340337753296,5.0
0.12062637507915497,0.1221792921423912,-0.0379643552005291,-0.03264475613832474,-0.4294685423374176,0.40601980686187744,-0.10153578221797943,0.08336718380451202,0.20299725234508514,-0.09191292524337769,8.0
0.11435908079147339,0.06969063729047775,-0.06045423075556755,-0.019121862947940826,-0.2867071330547333,0.23389557003974915,-0.14721150696277618,0.00850868970155716,0.17929810285568237,-0.11645756661891937,8.0
-0.07575222849845886,-0.04391954094171524,0.3860097825527191,-0.8245095610618591,3.3066892623901367,-1.7013847827911377,-0.8451566696166992,-1.1597284078598022,-1.1810795068740845,-1.4199938774108887,4.0
-0.38477590680122375,-0.0716438964009285,0.4334891438484192,-1.1018706560134888,3.8096232414245605,-1.5447272062301636,-1.0601187944412231,-1.0658735036849976,-1.1954551935195923,-1.4676536321640015,4.0
0.31091347336769104,0.004071883857250214,-0.07461388409137726,0.39266717433929443,-0.6446796655654907,0.09010687470436096,0.2610035538673401,-0.019140329211950302,-0.027561163529753685,-0.04319576174020767,5.0
0.39214959740638733,-0.018331298604607582,-0.16852200031280518,0.4346153140068054,-0.688310980796814,0.02902325987815857,0.18412721157073975,-0.026367653161287308,-0.04532885551452637,-0.06568099558353424,5.0
0.000135079026222229,0.09309565275907516,-0.10086309909820557,0.05695713311433792,-0.4101886749267578,0.10229741036891937,0.161640003323555,0.033934518694877625,-0.030816474929451942,-0.06727516651153564,1.0
-0.31037136912345886,2.0123655796051025,0.6312454342842102,-1.312560796737671,1.4448206424713135,-1.86575448513031,0.5942246913909912,-0.5235868692398071,-1.509131908416748,-1.4754654169082642,6.0
-0.298271507024765,-0.4365781247615814,0.6665682196617126,0.024590425193309784,1.702765703201294,-0.9003790020942688,-0.5376002788543701,-0.6626559495925903,-0.73823481798172,-0.6466827988624573,2.0
1.0178370475769043,-0.2834073603153229,-0.39990755915641785,1.0490138530731201,-1.4244674444198608,-0.5554876923561096,1.1404281854629517,-0.1991197019815445,-0.5707077383995056,0.07019265741109848,3.0
0.02673685923218727,0.44818446040153503,-0.13303399085998535,0.15858840942382812,-0.770655632019043,-0.14944159984588623,0.5421774387359619,0.07872354984283447,-0.3156748116016388,-0.171000674366951,9.0
-0.47109338641166687,-0.029815904796123505,0.6185631155967712,-1.0067791938781738,3.6656618118286133,-1.4923095703125,-1.0159088373184204,-1.0509142875671387,-1.1895332336425781,-1.3487187623977661,4.0
