f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,user_id
1.0702147483825684,-1.1400059461593628,-0.06509333848953247,0.944684624671936,0.12154316902160645,-1.030485987663269,0.24242627620697021,-0.7090612649917603,-0.7453846335411072,-0.18431448936462402,0.0
-0.0015228800475597382,0.4270159602165222,-0.0938948392868042,-0.08658621460199356,-0.5938173532485962,0.18012216687202454,0.21671563386917114,0.14650247991085052,-0.007634414359927177,-0.12004851549863815,9.0
1.6781078577041626,-0.3261745870113373,-0.3165763318538666,0.8492793440818787,-1.667950987815857,-0.7904325723648071,1.3517781496047974,-0.16644777357578278,-1.0641801357269287,-0.3780122995376587,7.0
0.8356428742408752,-0.2728705406188965,-0.38869330286979675,0.954817533493042,-1.3409467935562134,-0.48951929807662964,1.1460723876953125,-0.2078772932291031,-0.48426440358161926,0.063320092856884,3.0
-0.07416039705276489,0.035361580550670624,-0.08456873893737793,0.00019643455743789673,-0.24258719384670258,0.13412991166114807,0.08403897285461426,0.027643050998449326,0.026921091601252556,-0.07520957291126251,1.0
-0.3396286368370056,-0.04517696052789688,0.45615091919898987,-1.0298423767089844,3.721778392791748,-1.5779210329055786,-1.0061748027801514,-1.083332896232605,-1.169152021408081,-1.445726990699768,4.0
-0.2615188956260681,1.5435097217559814,0.22494086623191833,-0.9374322891235352,-0.9819818139076233,-1.5569409132003784,2.175475597381592,0.5835798978805542,-1.3436617851257324,-0.5548405051231384,6.0
0.11646419763565063,-0.44805416464805603,0.27721723914146423,-0.19401511549949646,1.4162060022354126,-0.6651414036750793,-0.6959438323974609,-0.6127811670303345,-0.4205656945705414,-0.6065043807029724,2.0
1.7189286947250366,-0.4431137144565582,-0.380788117647171,0.9270305633544922,-1.6275967359542847,-0.774780809879303,1.278010368347168,-0.23004961013793945,-1.0280425548553467,-0.33027657866477966,7.0
1.9099513292312622,-0.22149568796157837,-0.39640796184539795,0.6986217498779297,-1.3402212858200073,-0.8375172019004822,1.0524204969406128,-0.2821604013442993,-0.86229407787323,-0.5330687165260315,7.0
0.9062049388885498,0.12847566604614258,-0.1997981071472168,0.7923762798309326,-1.969241976737976,-0.5786481499671936,1.8110358715057373,0.17451338469982147,-1.1227152347564697,-0.12355915457010269,7.0
