,# f1,f2,f3,f4,f5,f6,f7,f8,sign,label
0,-1.3302260637283323,5.524349689483643,0.9229360818862915,-1.0226666927337646,-0.5744070410728456,-0.9795446991920472,-1.1716450452804563,-0.9107928872108461,1.0,1
1,0.21242308616638184,-0.6253747940063477,-0.28251403570175165,-1.7711373567581177,5.563647747039794,-2.4344348907470703,-1.3115602731704712,-1.703396201133728,4.0,5
2,-0.7535848617553712,-1.0364896059036255,-0.29801467061042786,-0.7920175790786742,-1.1386728286743164,-0.42325443029403687,-0.4817399382591248,5.32935667037964,7.0,2
3,-0.6313294768333435,-0.6431824564933777,-1.5954009294509888,0.8330511450767517,-1.1039515733718872,4.871910572052002,-0.8290834426879882,-1.0136860609054563,5.0,4
4,-1.4309152364730835,5.487331867218018,0.9541118144989011,-1.0724695920944212,-0.5001431703567505,-0.960864007472992,-0.9607816338539124,-1.0883334875106812,1.0,1
5,-0.7594306468963622,-0.8178877830505371,-0.7450002431869507,-1.215128779411316,-0.9023644924163817,-0.6088028550148009,-0.379525363445282,6.037147045135497,7.0,2
6,4.513623714447021,-1.4580636024475095,-1.3341580629348755,-0.6212738156318665,-0.46284928917884827,-0.5978267788887024,-1.0449389219284055,-2.0697596073150635,0.0,0
7,0.5351566672325134,-1.6889902353286743,-1.2634605169296265,5.39085817337036,-1.7961034774780271,0.40306413173675537,-1.6738651990890503,-1.1073068380355835,3.0,6
8,-0.3502635955810547,-0.6878175735473633,-1.7525991201400757,0.6486502885818481,-1.0699154138565063,5.037071228027344,-1.0730763673782349,-0.896782100200653,5.0,4
9,1.6042470932006836,-0.4331240653991699,-0.07676608115434647,-1.882289171218872,3.7028875350952153,-2.291766166687012,-1.6445090770721436,-2.3683712482452393,4.0,5
10,-0.9328411817550659,0.4802615344524384,5.077975273132324,-0.9832841157913208,-0.5810130834579468,-2.0916836261749268,-1.2405439615249632,-1.4641627073287964,2.0,7
11,-0.5657953023910521,-0.7613553404808044,-1.0861214399337769,-1.2529189586639404,-0.6409546136856079,-0.9645081162452696,5.929763317108153,-0.6835479140281677,6.0,3
12,-0.9685438871383667,0.47291558980941767,5.494636058807373,-1.0628869533538818,-0.6387123465538025,-2.350567102432251,-0.9016147851943968,-1.5711780786514282,2.0,7
13,3.701788663864136,-1.478371500968933,-1.2999571561813354,-0.7789702415466307,0.041389841586351395,-0.7074568867683411,-0.51588374376297,-1.7325316667556763,0.0,0
14,-0.5505573153495789,-0.8506749272346495,-1.0241869688034055,-1.559495210647583,-0.6307199001312256,-1.3869186639785767,6.325734615325928,-0.7389469742774963,6.0,3
15,3.434570550918579,-1.8388824462890625,-0.47061756253242487,-0.9091012477874755,0.2644601762294769,-1.4428257942199707,-0.18079340457916257,-1.8496943712234497,0.0,0
16,-0.8657065629959105,0.484858363866806,5.089085578918457,-0.8407454490661621,-0.646064281463623,-2.02582049369812,-1.0854980945587158,-1.4706795215606687,2.0,7
17,-1.2805774211883545,5.481093406677246,0.9643566608428957,-0.975177526473999,-0.5738589763641356,-0.9805533289909362,-1.2508349418640137,-0.8690527081489563,1.0,1
18,-0.7082213163375854,-0.8920477628707885,-0.6519742012023926,-1.1739650964736938,-0.8997151851654052,-0.5985252261161804,-0.44570624828338623,5.9445977210998535,7.0,2
19,-0.7815342545509337,-0.7096567153930664,-0.6898094415664673,-1.1257171630859375,-0.8922574520111085,-0.6401892900466919,-0.4080655574798584,5.94038200378418,7.0,2
20,-0.7476475238800048,-0.8465307950973511,-0.7348078489303587,-1.234077215194702,-0.9097898602485656,-0.6245388388633728,-0.3907248973846436,6.125387668609619,7.0,2
21,-1.0499253273010252,0.5186052322387695,5.341542720794678,-1.1759719848632812,-0.5382364988327025,-2.3573572635650635,-0.9697389006614685,-1.5590637922286987,2.0,7
