ID,LEFT_WRIST_THUMB_CMC_MCP,LEFT_THUMB_CMC_MCP_IP,LEFT_THUMB_MCP_IP_TIP,LEFT_WRIST_INDEX_FINGER_MCP_PIP,LEFT_INDEX_FINGER_MCP_PIP_DIP,LEFT_INDEX_FINGER_PIP_DIP_TIP,LEFT_WRIST_MIDDLE_FINGER_MCP_PIP,LEFT_MIDDLE_FINGER_MCP_PIP_DIP,LEFT_MIDDLE_FINGER_PIP_DIP_TIP,LEFT_WRIST_RING_FINGER_MCP_PIP,LEFT_RING_FINGER_MCP_PIP_DIP,LEFT_RING_FINGER_PIP_DIP_TIP,LEFT_WRIST_PINKY_MCP_PIP,LEFT_PINKY_MCP_PIP_DIP,LEFT_PINKY_PIP_DIP_TIP,RIGHT_WRIST_THUMB_CMC_MCP,RIGHT_THUMB_CMC_MCP_IP,RIGHT_THUMB_MCP_IP_TIP,RIGHT_WRIST_INDEX_FINGER_MCP_PIP,RIGHT_INDEX_FINGER_MCP_PIP_DIP,RIGHT_INDEX_FINGER_PIP_DIP_TIP,RIGHT_WRIST_MIDDLE_FINGER_MCP_PIP,RIGHT_MIDDLE_FINGER_MCP_PIP_DIP,RIGHT_MIDDLE_FINGER_PIP_DIP_TIP,RIGHT_WRIST_RING_FINGER_MCP_PIP,RIGHT_RING_FINGER_MCP_PIP_DIP,RIGHT_RING_FINGER_PIP_DIP_TIP,RIGHT_WRIST_PINKY_MCP_PIP,RIGHT_PINKY_MCP_PIP_DIP,RIGHT_PINKY_PIP_DIP_TIP,R_SHOULDER_L_SHOULDER_L_ELBOW,L_SHOULDER_L_ELBOW_L_WRIST,L_ELBOW_L_WRIST_L_PINKY,L_SHOULDER_R_SHOULDER_R_ELBOW,R_SHOULDER_R_ELBOW_R_WRIST,R_ELBOW_R_WRIST_R_PINKY,LEFT_THUMB_CMC_TIP,LEFT_INDEX_MCP_TIP,LEFT_MIDDLE_MCP_TIP,LEFT_RING_MCP_TIP,LEFT_PINKY_MCP_TIP,LEFT_THUMB_TIP_INDEX_TIP,LEFT_INDEX_TIP_MIDDLE_TIP,LEFT_MIDDLE_TIP_RING_TIP,LEFT_RING_TIP_PINKY_TIP,RIGHT_THUMB_CMC_TIP,RIGHT_INDEX_MCP_TIP,RIGHT_MIDDLE_MCP_TIP,RIGHT_RING_MCP_TIP,RIGHT_PINKY_MCP_TIP,RIGHT_THUMB_TIP_INDEX_TIP,RIGHT_INDEX_TIP_MIDDLE_TIP,RIGHT_MIDDLE_TIP_RING_TIP,RIGHT_RING_TIP_PINKY_TIP,L_SHOULDER_L_WRIST,R_SHOULDER_R_WRIST
058_006_004,156.11,168.53,154.24,147.69,170.6,174.44,168.2,173.41,172.65,169.85,174.5,178.08,150.71,172.33,174.28,151.55,137.48,168.52,166.62,174.77,177.99,173.86,173.86,176.15,162.07,171.97,178.42,153.4,168.89,175.18,105.66,85.67,167.33,114.25,90.95,159.46,0.07201152635433138,0.054869332123133614,0.06064403861746296,0.055703721760060936,0.0425430322803059,0.07492842337719469,0.025109101139581518,0.025671685573615564,0.027647436074180347,0.06801024506524211,0.05529941452161061,0.05983536592919728,0.053513599654007524,0.04216447526366593,0.044783934668839204,0.026748522714127382,0.030667262284637765,0.027612588282952356,0.3574518295400674,0.4631725669844226
058_006_004,156.0,169.3,153.38,148.24,170.91,174.27,168.86,173.38,173.08,169.19,174.62,178.64,149.95,172.76,174.54,150.8,137.13,167.25,166.84,174.71,177.3,175.06,173.45,175.8,163.2,171.97,177.49,154.58,170.82,176.4,105.67,85.61,168.03,113.46,98.78,161.59,0.0720924097251336,0.054652371724094685,0.060385844216015346,0.055249420398358645,0.042038052997995186,0.07495506026271896,0.02513069621179957,0.025444895869271823,0.027690781366118182,0.06789444961485469,0.05452434697168324,0.05886214882302084,0.052524436613341614,0.04126028555003289,0.04482981165307849,0.027561056864716237,0.030874780743891883,0.02843899511501382,0.36085775260974984,0.5353609934431159
058_006_004,155.88,168.53,153.74,147.63,170.73,174.67,168.62,173.58,173.48,168.92,174.84,178.86,149.6,172.81,174.55,151.2,135.53,166.45,166.57,175.44,176.56,174.36,174.57,174.08,162.14,172.63,175.69,153.41,171.11,176.99,105.85,83.99,166.79,114.69,91.26,159.64,0.07132956612280364,0.054458590665011346,0.06011460268985333,0.05507151829863672,0.04188302391265784,0.07464689762177351,0.025120107693312483,0.025412396532242625,0.02805356899377638,0.06705492507959357,0.055837377264535505,0.06028031763935812,0.053670592703239574,0.04225310991234725,0.04542442488500675,0.027276163049153562,0.030725390330043026,0.02819803697835928,0.3477693743815758,0.46463585211401587
058_006_004,155.92,168.17,153.08,147.75,170.41,174.53,168.52,173.42,172.9,169.61,174.34,178.43,149.58,173.01,174.42,151.32,136.64,166.57,167.09,175.81,177.0,173.49,174.58,174.07,161.18,172.59,177.47,152.68,172.01,177.48,106.07,82.34,166.15,114.9,93.58,160.57,0.0711381891908072,0.05477632503780418,0.06055890650810457,0.05553023157973231,0.042419463832217986,0.07449915104950795,0.024935437820706476,0.026009266946704475,0.02766690526160752,0.06810059739897764,0.057032716904990864,0.06106608590708368,0.05447089127751014,0.043102880310195074,0.044845032572471,0.02732183324901201,0.030444070558119776,0.028803164721518087,0.3476131598347834,0.48692459361539303
058_006_004,156.01,168.58,153.73,147.84,170.62,174.7,168.53,173.44,173.24,169.27,174.56,178.65,150.0,172.17,174.18,151.29,139.84,171.8,165.97,175.75,177.1,174.54,175.06,174.8,162.32,173.01,176.97,153.39,170.92,176.53,105.51,89.24,166.58,114.4,102.07,162.37,0.07110290390584492,0.05472049410918678,0.06050911801418704,0.0555417739262639,0.042475474779610056,0.07412920644415712,0.02508000627947729,0.025773799982375497,0.027952405002558623,0.06778401907951626,0.0570111881022352,0.061342857677880884,0.05482420475679782,0.04302689836548064,0.045096050721795095,0.026918150261996877,0.030076895631666302,0.028309020144352492,0.38738581000564054,0.5662249209074053
058_006_004,156.11,168.34,152.46,148.18,171.3,174.75,168.85,173.84,173.14,169.05,174.62,178.26,149.83,172.63,174.79,151.09,139.85,168.82,164.97,176.22,177.65,174.74,175.58,175.25,162.8,173.16,176.13,152.87,172.16,177.38,105.41,89.82,166.41,114.57,100.17,161.67,0.07185371601560936,0.05487510427423161,0.06088772924022936,0.055759320351754044,0.04254289940143266,0.07402333873309198,0.02515385636549271,0.02607707321255711,0.028031506146459037,0.06778647444276412,0.056797141516945024,0.06140030902370372,0.054837288753947784,0.04321775594415773,0.044808584397979564,0.02642300306875057,0.031092367026447177,0.028061491067292183,0.3848644910147653,0.5462303795683899
058_006_004,155.83,168.23,151.81,148.11,170.41,174.33,168.64,173.49,172.94,169.08,174.46,177.79,149.25,172.99,175.17,150.42,139.83,167.23,165.46,176.68,177.63,174.36,176.18,175.08,161.75,173.84,176.5,152.57,171.51,176.27,105.8,87.24,166.46,114.93,97.11,161.45,0.07182873941471593,0.05474368640991505,0.06080198811029876,0.05567710730807633,0.04255182824014368,0.0739335794109883,0.02489556003201146,0.026088460466002442,0.027896872391943096,0.06807419486101472,0.05717766300497451,0.06172919987362935,0.05519335506962335,0.04318426507322723,0.04521906666972455,0.026682221565218035,0.030915324963115234,0.028769689437353797,0.372311785314669,0.5231893454078549
058_006_004,155.92,169.18,152.0,148.68,169.5,174.04,169.09,172.86,172.88,169.07,174.37,178.23,149.43,173.51,175.05,151.6,139.42,170.05,165.51,175.78,177.75,174.75,175.06,175.34,162.78,172.92,177.68,153.83,171.24,175.92,105.59,89.84,165.38,113.47,100.3,162.4,0.07304909105214355,0.054660817512635365,0.06036599766786798,0.05504096180233631,0.042004232247123165,0.07480650153079547,0.02453883758391753,0.02592559628356791,0.027850923193544236,0.06783551054674453,0.05642689958671742,0.06046639082374637,0.054102261070883305,0.04286121998286307,0.04506791453419892,0.026871184410926716,0.0305289484480433,0.0284280180818183,0.3906145836869335,0.5543259641602067
058_006_004,156.36,169.52,152.2,149.08,169.65,173.78,169.45,173.04,172.27,168.88,174.17,177.33,149.59,173.83,174.95,151.85,140.06,172.33,166.44,175.31,176.49,174.55,174.43,174.64,161.9,172.05,177.57,152.91,171.24,176.17,105.86,88.21,165.03,113.13,95.57,162.1,0.07372035320143498,0.054826523432838246,0.06065247011209502,0.05495255389192801,0.041697319607803464,0.07474287650839319,0.02443741101251016,0.026310398201159525,0.02810258430572114,0.06801138333460387,0.056239930653354635,0.06039126965253337,0.05407939786743948,0.042423760959969005,0.04453895007834663,0.026899829117956495,0.02987232564957974,0.028937630819386495,0.3758895609640293,0.512598609042582
058_006_004,156.35,169.69,152.19,149.14,170.78,174.1,169.21,173.18,172.76,169.57,174.63,178.47,150.51,172.86,174.37,151.04,140.63,172.08,165.94,175.96,176.36,173.91,175.51,174.66,161.13,173.36,176.27,151.96,171.95,176.37,105.94,92.27,165.38,109.88,104.07,164.39,0.07479395991520414,0.05473104934999353,0.06039048563334578,0.054915445192831064,0.041512839659362276,0.07431855711551581,0.024739180767418326,0.026239249419810425,0.028469510313411737,0.06776792203848027,0.056745569174611044,0.061068995599373586,0.05474383952270864,0.042722000862897916,0.044778817498612004,0.027022174541812844,0.03027423911269915,0.028691598374011116,0.4068437802900316,0.5981403586806769
058_006_004,156.93,170.58,153.06,149.34,171.07,174.07,168.81,173.48,173.25,169.62,174.39,178.59,149.79,172.73,174.16,151.18,139.1,168.67,165.68,175.82,176.99,174.17,174.91,174.6,161.84,172.61,176.91,153.52,172.7,177.54,106.2,90.81,166.09,109.4,103.78,165.09,0.0757550514727879,0.05541881066316137,0.06161064996240383,0.05573672581698141,0.04240017788408302,0.0734013495767919,0.02485054067301259,0.02652023235782758,0.028156840032763114,0.06733718987517304,0.05645771922972863,0.060801664272778014,0.05421320192197463,0.042622305397110774,0.04498782125032965,0.02699741733696237,0.03063441968877957,0.02892373116047818,0.40227065262899586,0.6028753316557048
058_006_004,156.57,169.99,152.16,148.55,170.64,174.85,167.41,173.32,173.37,171.01,174.3,178.79,151.18,173.07,174.63,150.96,138.13,167.53,164.35,176.6,177.32,174.83,175.75,175.11,163.01,173.59,175.24,154.28,173.03,177.26,106.33,89.28,166.09,109.33,103.4,165.37,0.07608228562798172,0.05460018602424201,0.06039752174580099,0.055142707250972464,0.042134010115027314,0.0732348879713961,0.025085581942516116,0.026330364470586932,0.028244255442970146,0.06715707878712357,0.05696424632874961,0.06143558654658379,0.0550972680025727,0.04331051980944484,0.04523043169288029,0.02733970539568417,0.030405938153092046,0.02873397110193645,0.3877880365659038,0.5983451517651558
058_006_004,156.8,170.11,152.78,149.08,170.6,174.32,168.31,173.22,172.78,170.75,173.9,177.59,150.79,173.77,175.07,151.6,137.53,169.0,163.7,176.62,179.31,175.77,175.48,177.26,163.55,172.85,177.9,154.58,171.44,176.04,106.32,91.29,166.02,109.37,103.58,165.23,0.07642453431011907,0.05437287122918022,0.06027168571592361,0.05463995611685299,0.04178966801746017,0.07276049352655074,0.024238970693321673,0.026977167646384744,0.02785211340963387,0.06766668891679382,0.056137745152464225,0.0606374163659548,0.054761336527928105,0.0430756522010317,0.04452382067541612,0.02728461392381739,0.030149766388685256,0.029274764450400326,0.39750981035672,0.5982290697698331
058_006_004,156.93,170.83,151.46,150.01,169.73,173.88,168.19,172.33,173.15,170.9,173.34,178.08,150.9,173.29,174.39,151.92,137.27,168.83,164.58,176.18,178.39,175.24,174.88,176.68,162.58,172.7,178.11,153.85,171.72,176.53,106.25,89.25,166.34,109.94,104.09,165.2,0.07628845427862908,0.054227020988314986,0.06011920214437658,0.05492114755736454,0.04220039938669781,0.07250871673302024,0.024549708031852056,0.026497640576885403,0.028128796812483765,0.06749246331042498,0.05615464808435869,0.060518805399484885,0.05474828564056119,0.04311417709951036,0.04482786433813147,0.02752638992022885,0.02984328429240394,0.029163212845138658,0.3829309851195293,0.6059253199671104
058_006_004,157.15,170.7,151.85,149.75,170.39,174.25,168.01,172.26,172.45,171.44,172.72,177.43,151.46,173.2,174.14,152.55,135.63,168.33,162.49,176.71,178.56,175.82,175.64,177.2,163.59,172.96,178.53,155.46,169.68,175.24,106.28,84.57,166.56,109.18,98.93,164.7,0.0769764460432956,0.05443829159932944,0.060348111451418655,0.05496196039349033,0.04217577177469408,0.07168732073813915,0.024667544465378565,0.026979174033474506,0.028099168538080196,0.06815682400288439,0.05673942291001147,0.06124093481833266,0.05530952292091088,0.04302014260690165,0.04474993447526051,0.027157578250948538,0.029926780973956957,0.029502889737113566,0.3522335951749597,0.5574801327170021
058_006_004,157.88,170.62,152.64,150.65,170.49,173.93,168.71,172.03,172.39,170.67,172.41,177.15,150.39,174.22,175.71,151.8,135.93,166.01,163.54,176.67,178.66,174.97,175.88,176.78,162.18,173.7,178.46,154.26,170.01,175.02,106.24,85.96,165.21,108.37,101.09,165.7,0.07687030238347116,0.055381527905522386,0.0614809252467389,0.055335473136046066,0.04258742093538198,0.07093674705354204,0.024720286560909046,0.027266174425131906,0.02867452702221734,0.06832087556329532,0.056346559260540344,0.060827486247752895,0.055039946503291276,0.04314790927429612,0.045240117388859316,0.027630314325738974,0.030037432445457403,0.02916247244881071,0.3628018132654736,0.5825570867194497
058_006_004,157.38,169.77,153.19,151.01,170.36,173.88,168.14,172.96,173.91,171.95,173.97,179.06,151.8,172.26,174.57,151.22,136.57,165.14,164.33,176.37,177.56,174.52,175.05,176.36,162.0,172.97,177.85,154.03,170.88,175.92,106.16,83.98,164.27,110.33,96.71,165.64,0.07711998219448489,0.05483837165960298,0.06103888988682388,0.0553655065391119,0.04331737572241953,0.06934782445538003,0.024517120078369464,0.02733163342227454,0.028149827124168306,0.0682017152693828,0.056305480226297444,0.06056123848959647,0.05455484200145788,0.042794345600597965,0.04517659721760002,0.02784737923851804,0.030599865581853056,0.028860600512953475,0.3479721087754218,0.5378604065229354
058_006_004,157.6,170.34,153.45,150.57,170.44,174.27,167.5,173.13,174.53,172.66,174.4,179.44,152.33,172.29,175.43,150.93,139.28,167.12,165.34,175.35,177.06,174.3,173.87,176.56,163.58,172.32,177.76,155.57,169.67,175.05,106.12,85.56,163.76,110.05,102.88,167.08,0.0777532517632876,0.054164779155044605,0.06089306231025079,0.055685514780489935,0.04308182489465327,0.0684543241663586,0.024159291999001502,0.027132183342989016,0.029601039361025996,0.06767087667290213,0.05454483959540338,0.05874216964262315,0.053146553871685764,0.04227554539466883,0.04511051557944126,0.027749491505354797,0.031112256938341555,0.028399012143742318,0.3577175563521682,0.5970843957402874
058_006_004,157.99,171.56,154.51,152.37,169.64,172.81,167.9,172.95,173.57,172.07,174.8,178.41,151.91,172.44,176.18,151.21,139.41,167.44,164.38,176.1,177.53,174.55,175.26,176.31,162.94,173.15,177.14,155.14,170.41,175.85,106.12,85.32,163.04,110.24,101.92,167.88,0.07855031699138279,0.05496844339575468,0.06138927568066723,0.05680904712544285,0.043559186833901246,0.06747664549643789,0.024729462940063375,0.02598646314039852,0.03043770447293022,0.0677527286481548,0.05495387870544035,0.05947657743447938,0.05371249235031917,0.04257344656533813,0.045419552783348124,0.027076242197328466,0.03085266540033983,0.028465942588498598,0.35652765549275134,0.5864721690057929
058_006_004,158.66,172.81,155.72,152.43,171.14,173.7,168.03,173.39,173.93,170.91,175.63,178.85,150.13,171.97,175.27,151.51,138.99,166.88,162.65,176.99,178.37,175.23,176.51,177.12,162.89,174.37,177.13,155.01,170.72,175.73,106.23,83.83,162.96,110.93,95.17,167.43,0.07833544264201067,0.05551332654206219,0.06150050429434821,0.0575601622635299,0.04406396926891108,0.06717110279246595,0.025012095890445358,0.025268989489789798,0.030828860094403502,0.06819984210740893,0.055627967973437255,0.06007763966744123,0.054316282371278536,0.04248032081461029,0.04531235417651997,0.027602773080766085,0.03037871445723434,0.029098473422946372,0.35024264964219637,0.5202047142525874
058_006_004,158.69,172.5,156.01,151.95,169.77,172.37,166.89,173.02,172.88,172.59,175.48,178.46,151.31,171.05,175.11,151.57,138.1,167.65,161.61,177.43,178.56,176.17,176.51,177.8,163.38,172.46,178.44,154.62,168.09,175.04,106.09,80.04,162.63,110.46,87.97,166.88,0.07915663917303381,0.0545980136167339,0.060241163479808686,0.05669042070609837,0.04384445374555974,0.06760805694819313,0.02422010303876088,0.024739846366009136,0.030039654555957692,0.06863244285265398,0.05524466375534905,0.0593532313371068,0.053548118664813994,0.04109173676437339,0.045662563521298924,0.027090900734907986,0.03048065430327932,0.029601388004053392,0.33924909025878786,0.4610347313672101
058_006_004,158.96,172.97,156.88,153.09,171.21,173.13,167.27,173.59,173.88,171.97,176.34,178.64,150.88,170.97,175.5,151.42,143.76,171.83,159.74,178.7,178.82,176.85,178.37,178.35,162.72,175.47,177.49,153.92,172.42,174.97,105.95,82.1,163.06,110.07,85.33,168.06,0.07915727613179634,0.05613578218124179,0.06082391599227541,0.05715191071888486,0.04445605546695277,0.06640775153789925,0.025019667303633492,0.024685002741392823,0.02986189118144884,0.07042383377337927,0.057765755928472995,0.06201390470112209,0.055548827317724134,0.04244517044067352,0.04707907645779094,0.026873652555369627,0.03071259139509318,0.029276220677161343,0.33959491763343275,0.4541721497049234
058_006_004,158.19,172.76,155.68,153.26,172.03,174.51,167.56,173.97,174.16,172.39,176.67,178.53,152.73,170.72,176.07,152.52,144.52,171.98,159.65,178.22,178.75,177.19,177.76,178.68,164.05,175.69,178.11,155.74,171.19,174.49,105.92,78.85,163.98,109.54,83.23,167.57,0.07913546234828338,0.05580104768238725,0.06000323373275793,0.05754729741446931,0.04438828731716643,0.06627869497561709,0.023924474203292495,0.024217602538954455,0.031518851071905545,0.07043674985991023,0.055661119800301424,0.05971301010054355,0.05391645092845243,0.04100711459369144,0.048795999436000964,0.026295918587047336,0.030895037273362676,0.03000058597768384,0.3277345323221086,0.42784332192135816
058_006_004,158.24,172.68,157.02,151.98,174.02,175.55,167.86,174.46,175.1,171.39,176.89,178.56,151.07,172.3,176.93,152.17,144.1,171.3,157.3,177.72,177.97,176.95,178.15,177.97,165.56,176.09,177.87,155.0,171.04,174.76,106.0,76.91,164.43,110.94,77.79,167.73,0.07940718365104622,0.056666056167087316,0.06218091360128285,0.05759910852733311,0.04441140541330804,0.06572941019243074,0.02414411248276911,0.02495922875034091,0.030033344666123934,0.07047518020798443,0.055738703464234776,0.05940153453651318,0.05358461931121141,0.04102367444892249,0.050534753889060535,0.026151817201639525,0.030783798663541355,0.028502173818694177,0.3272663711642557,0.4030125026180187
058_006_004,158.93,172.47,157.6,152.22,175.62,176.89,167.91,175.69,176.29,171.7,177.94,179.38,151.54,171.54,175.03,151.91,142.96,168.96,157.65,176.91,177.26,175.58,176.97,178.38,165.28,175.65,177.71,153.41,170.91,174.82,105.9,76.48,162.09,110.6,78.83,165.92,0.08075321452563027,0.05878377892892426,0.06440155793656076,0.059237899184216965,0.0458895648906244,0.0662762199850866,0.024899814635914643,0.025371964865704796,0.029728681667963452,0.06937860329399294,0.054498250815941895,0.05853768317930429,0.05329036993582044,0.04074093002393275,0.05124541409372998,0.026229388636726178,0.030459646482057436,0.028620595548279126,0.321366990439482,0.3981972826783877
058_006_004,158.63,171.37,156.22,151.99,175.05,177.09,167.37,175.68,176.48,171.22,177.84,178.8,148.85,172.76,174.56,151.93,145.83,171.07,160.53,174.94,176.09,174.87,175.2,176.56,164.22,174.83,176.95,153.26,171.08,174.88,105.42,74.91,161.89,109.38,72.38,164.6,0.07985791999452645,0.05719727592948262,0.061994926883214875,0.05815646190088332,0.045485816394733196,0.0647931176992571,0.02504322013553223,0.024994271534930647,0.029040647071440225,0.06877003223493784,0.05403117228600085,0.05797870866551428,0.05282349090210929,0.040786105934733974,0.05084568014222181,0.02639782438858948,0.030511718493298694,0.028509148855398993,0.3187739997655525,0.3564935915587514
058_006_004,157.63,170.77,156.12,151.42,174.71,176.81,167.2,174.84,175.66,171.32,175.86,178.87,148.06,173.41,173.48,151.58,144.02,168.79,158.17,176.78,176.65,175.12,176.87,177.45,166.49,175.69,177.51,152.32,168.3,174.22,105.17,72.97,161.13,108.66,76.69,164.36,0.07816182625282042,0.055426958589515324,0.06078769994684189,0.057131930450673114,0.04475757474536014,0.06318343088733219,0.024677635959028003,0.024930317296378655,0.028828632469516554,0.0700351780320268,0.055042906175374065,0.0587583452754138,0.05383082292375918,0.0409658527871787,0.0515153220829855,0.02612884521607145,0.029932152876146208,0.02782968150282569,0.31453049766536445,0.38709738613655487
058_006_004,156.66,169.17,156.22,151.28,173.46,175.6,168.67,174.46,174.48,170.87,175.6,179.0,150.21,173.45,173.27,152.36,143.24,167.24,157.78,176.33,178.23,174.36,175.77,178.47,166.36,174.88,177.57,153.0,170.22,174.35,104.42,74.25,160.64,108.2,84.23,163.92,0.07863292889893768,0.05531535330594717,0.0612447351033514,0.0571047838756631,0.04344843153219342,0.06264826116355675,0.022501849747389276,0.025145995899556375,0.03145839248363871,0.06959131095559287,0.055053811836431994,0.05897505935894168,0.05384718742928496,0.041195190815409934,0.05064621051415953,0.026737139375411306,0.029998438712584025,0.02805231808660646,0.3190745197817203,0.438918048657773
058_006_004,156.97,169.87,158.62,153.08,174.83,175.79,169.31,175.04,174.36,169.46,175.85,178.95,149.7,173.18,174.73,153.72,143.78,168.67,156.83,176.52,178.29,172.83,175.75,178.33,168.58,174.67,177.34,155.58,171.02,174.69,104.41,73.8,161.54,108.82,77.76,163.93,0.08119619405924232,0.057537446652708706,0.06278210559187962,0.05875115056156716,0.045497713973478564,0.06203213398672162,0.024093611960987946,0.024813442692495254,0.031859870564770534,0.06934991136554307,0.05566504332158999,0.059549425786280225,0.05427859946716902,0.04155270477399841,0.050721644749740696,0.02683171349762526,0.03049149192133684,0.028738707515228844,0.31672821532810874,0.39417544061008236
058_006_004,158.14,170.13,159.15,152.88,175.06,175.15,169.4,175.51,174.3,168.57,176.06,178.75,147.21,174.1,176.11,152.05,145.64,166.02,157.36,177.12,176.83,174.59,176.58,177.86,167.58,174.89,177.2,152.94,169.66,174.42,103.93,76.35,161.61,106.65,94.82,166.95,0.08130965727158108,0.05753455489178586,0.06350105659409565,0.05982454895925271,0.04687368399227872,0.06239704968408808,0.02399553690024439,0.025196952401810985,0.031769185281426714,0.07134992709460411,0.05593289196688578,0.06009941237361589,0.05408057083532544,0.04131426798875425,0.051700328438338834,0.025942407015395855,0.030787553084309378,0.028194984306911385,0.3287302944683696,0.5180632697448271
058_006_004,157.1,170.21,157.25,152.99,173.0,175.36,169.07,175.62,175.17,169.13,178.19,179.19,149.27,171.44,174.68,153.83,145.56,167.85,156.77,176.59,177.62,174.34,175.83,178.63,167.0,174.7,176.83,152.37,169.68,173.52,103.27,83.57,161.38,105.88,97.65,167.49,0.08134506551909722,0.0573414886843653,0.06228325352318108,0.0593807542965755,0.0465945922075366,0.06318664716054836,0.023931377832427013,0.023737273972755327,0.032277257224980996,0.07132106582476924,0.056137084898645134,0.06057296125817122,0.05521687354984834,0.04194393556351093,0.0521974246635394,0.025656508551548683,0.03012897184595165,0.028815597054804975,0.3697576960189423,0.5377995057086523
058_006_004,157.5,172.98,158.02,151.6,172.71,176.27,167.06,174.69,175.55,171.63,178.3,178.84,151.39,171.42,173.21,154.61,145.64,168.97,156.02,177.37,177.64,173.87,177.13,177.96,166.77,175.95,176.47,152.73,168.3,173.42,102.52,83.16,159.61,107.27,99.94,168.43,0.08212608681783969,0.056119259494439785,0.060322131106618666,0.05695198509625102,0.044695294623085476,0.06488947343732587,0.025296607876702282,0.024090381604103532,0.03067625772883254,0.07185734371498005,0.0577607652392274,0.06254239644017338,0.05689032637605963,0.043295343120435724,0.05097568512109189,0.025811696776383893,0.029815878583788948,0.02970049274377388,0.3676418485818602,0.5536126050546352
058_006_004,158.31,170.49,161.6,150.98,173.11,176.26,166.7,174.64,174.2,170.33,178.09,178.64,149.81,171.42,174.9,154.91,146.85,169.92,157.36,176.6,177.24,174.71,175.68,178.81,168.25,174.84,176.83,154.23,167.68,172.31,103.04,88.84,159.24,102.79,105.35,170.72,0.08058023359736746,0.05544111279022858,0.05931663153752473,0.05575725327886289,0.043314318766390705,0.06446726334061739,0.026259792523943205,0.02361607675814578,0.031572542609241756,0.07153734522920435,0.05583261385901091,0.05993278194187409,0.05401560909477408,0.0411941385990556,0.051125693410838384,0.026021959904042616,0.030404277341261516,0.028349694193712357,0.4060150624616771,0.600066016850155
058_006_004,156.57,169.07,160.28,147.71,174.13,177.8,166.58,173.23,175.53,169.55,176.29,178.57,147.84,172.44,174.26,155.91,146.69,170.24,156.48,177.03,178.34,173.15,176.27,178.14,167.78,175.82,176.28,153.34,169.8,173.41,102.9,85.57,157.41,102.3,106.89,169.86,0.07936662948362792,0.05438052583909939,0.059097544226974844,0.05545454631405947,0.0425621210417481,0.06586736635727998,0.02636061591970797,0.02408141481100842,0.03136778550184935,0.07309361012235208,0.05755539013882562,0.06221845184322106,0.05682784214029711,0.043489808247821365,0.04915662539301251,0.026394918736605728,0.030246661066265727,0.029937682584450967,0.3862571714819491,0.6087335897474889
058_006_004,156.72,169.87,162.47,148.54,171.46,175.99,167.02,172.63,173.73,169.58,176.14,178.17,149.18,172.63,174.57,156.92,145.88,171.33,156.43,177.19,178.34,174.16,176.63,177.69,167.27,176.32,175.61,152.22,170.86,173.01,103.53,83.25,160.37,100.45,107.7,169.8,0.07939396748208835,0.05328553311611273,0.057365388459891586,0.053582483932778,0.04111849383297607,0.06868193622878524,0.025830591920385677,0.023985166187401367,0.031000019816501714,0.07379915276239811,0.05750812576105769,0.06203711161718114,0.056093770999326,0.04252289477300554,0.04892502304226943,0.02582171395369766,0.03041893080675299,0.030038760312827296,0.37627510828511107,0.6043040410931698
058_006_004,158.9,168.51,163.85,148.46,172.01,177.35,166.71,172.88,175.24,171.35,177.78,178.04,152.17,169.35,173.59,156.33,147.36,173.3,157.73,177.3,178.17,177.31,178.88,177.93,164.9,177.34,176.57,149.63,170.63,173.32,103.27,82.79,162.14,101.69,108.77,167.31,0.07702375037847876,0.05418592272811392,0.05839449128207792,0.05483754979403216,0.04215749105509507,0.07072593105866924,0.027050099894995242,0.02332175090249256,0.03115796114873539,0.07470061828053547,0.058972215697989716,0.06419183774220949,0.05811077527724747,0.04413941059549747,0.048411462455855786,0.024752205108676175,0.03071647986806057,0.030273438732556914,0.3706718957399997,0.5957066504720497
058_006_004,157.66,167.32,163.82,149.7,172.79,177.47,168.1,172.88,175.11,170.79,177.51,178.67,151.32,169.45,174.05,154.96,147.01,171.13,159.98,176.4,177.24,176.73,177.62,178.48,163.36,177.1,177.64,150.85,169.02,174.23,102.32,80.81,162.49,104.53,110.01,165.37,0.07407706155996621,0.054225079804671866,0.05892556224945254,0.05579657325924901,0.04258426960092292,0.06866378206757909,0.028525166885769702,0.02417524675811004,0.030412034157477136,0.07542571920080182,0.05651397261398956,0.06135223900680399,0.055855832337798964,0.0426372266851028,0.044973650759843116,0.025445377476927433,0.028502816535404624,0.029968585073118933,0.36193407133845035,0.5961788172720554
058_006_004,155.88,169.16,161.4,148.16,172.77,177.41,167.51,172.85,176.17,171.7,176.51,177.43,153.65,170.03,172.89,154.0,146.07,167.13,160.36,174.12,176.0,177.38,175.51,178.69,163.75,176.0,178.56,153.62,165.55,171.74,100.93,82.14,161.77,107.66,112.93,165.04,0.07201312286898844,0.05413126502949411,0.05863105590218599,0.055102169804292674,0.04174124247899402,0.07149656239124706,0.028759492415406433,0.024366137228412573,0.030130832070033434,0.07547744443258701,0.05465023244425744,0.05971776159403466,0.05445596061010378,0.04110422941991284,0.04522904903030541,0.024837597278094554,0.028105241808334437,0.030714733342949486,0.3693819625563627,0.6109102662359218
