ID,LEFT_WRIST_THUMB_CMC_MCP,LEFT_THUMB_CMC_MCP_IP,LEFT_THUMB_MCP_IP_TIP,LEFT_WRIST_INDEX_FINGER_MCP_PIP,LEFT_INDEX_FINGER_MCP_PIP_DIP,LEFT_INDEX_FINGER_PIP_DIP_TIP,LEFT_WRIST_MIDDLE_FINGER_MCP_PIP,LEFT_MIDDLE_FINGER_MCP_PIP_DIP,LEFT_MIDDLE_FINGER_PIP_DIP_TIP,LEFT_WRIST_RING_FINGER_MCP_PIP,LEFT_RING_FINGER_MCP_PIP_DIP,LEFT_RING_FINGER_PIP_DIP_TIP,LEFT_WRIST_PINKY_MCP_PIP,LEFT_PINKY_MCP_PIP_DIP,LEFT_PINKY_PIP_DIP_TIP,RIGHT_WRIST_THUMB_CMC_MCP,RIGHT_THUMB_CMC_MCP_IP,RIGHT_THUMB_MCP_IP_TIP,RIGHT_WRIST_INDEX_FINGER_MCP_PIP,RIGHT_INDEX_FINGER_MCP_PIP_DIP,RIGHT_INDEX_FINGER_PIP_DIP_TIP,RIGHT_WRIST_MIDDLE_FINGER_MCP_PIP,RIGHT_MIDDLE_FINGER_MCP_PIP_DIP,RIGHT_MIDDLE_FINGER_PIP_DIP_TIP,RIGHT_WRIST_RING_FINGER_MCP_PIP,RIGHT_RING_FINGER_MCP_PIP_DIP,RIGHT_RING_FINGER_PIP_DIP_TIP,RIGHT_WRIST_PINKY_MCP_PIP,RIGHT_PINKY_MCP_PIP_DIP,RIGHT_PINKY_PIP_DIP_TIP,R_SHOULDER_L_SHOULDER_L_ELBOW,L_SHOULDER_L_ELBOW_L_WRIST,L_ELBOW_L_WRIST_L_PINKY,L_SHOULDER_R_SHOULDER_R_ELBOW,R_SHOULDER_R_ELBOW_R_WRIST,R_ELBOW_R_WRIST_R_PINKY,LEFT_THUMB_CMC_TIP,LEFT_INDEX_MCP_TIP,LEFT_MIDDLE_MCP_TIP,LEFT_RING_MCP_TIP,LEFT_PINKY_MCP_TIP,LEFT_THUMB_TIP_INDEX_TIP,LEFT_INDEX_TIP_MIDDLE_TIP,LEFT_MIDDLE_TIP_RING_TIP,LEFT_RING_TIP_PINKY_TIP,RIGHT_THUMB_CMC_TIP,RIGHT_INDEX_MCP_TIP,RIGHT_MIDDLE_MCP_TIP,RIGHT_RING_MCP_TIP,RIGHT_PINKY_MCP_TIP,RIGHT_THUMB_TIP_INDEX_TIP,RIGHT_INDEX_TIP_MIDDLE_TIP,RIGHT_MIDDLE_TIP_RING_TIP,RIGHT_RING_TIP_PINKY_TIP,L_SHOULDER_L_WRIST,R_SHOULDER_R_WRIST
058_006_004,151.81,165.8,146.98,144.9,173.97,175.65,166.47,174.25,175.61,170.83,175.7,179.0,154.12,171.03,174.46,153.44,141.42,169.1,159.91,175.36,177.89,174.65,177.13,177.74,166.11,175.48,176.05,154.57,178.24,175.35,106.09,75.46,167.99,108.96,84.53,150.31,0.06844776078196584,0.054697416244327834,0.0606191219728189,0.05599938887219975,0.04209063603347375,0.07543181924706055,0.02862807847685378,0.025191333826020262,0.028287939619909535,0.06885682720520502,0.05836524012383944,0.062408007416252326,0.05658827522644953,0.04212832080505368,0.04900368194381335,0.025601132642230445,0.02895338332501109,0.029969192368244486,0.32583860588085395,0.4637085542935236
058_006_004,152.07,166.22,145.9,144.91,174.36,175.74,166.7,174.65,175.5,170.41,175.72,179.33,153.31,171.47,174.32,151.43,141.99,168.2,160.18,175.62,177.94,176.13,177.55,177.82,165.37,175.86,176.19,154.15,178.67,175.65,106.0,76.78,,108.89,85.28,150.75,0.06822717021291505,0.05537044256325388,0.06140789190919571,0.05641055202507335,0.0424215026815236,0.0760270359154078,0.028756450789961086,0.02555851236271337,0.027921841544403855,0.07031539964909946,0.05918639512817475,0.0629954821105786,0.05696439011555838,0.04210832942318732,0.048252632216113166,0.025371304969974,0.02911286255329056,0.029886824407824208,0.3314742378829483,0.4683857483992286
058_006_004,151.38,165.47,142.85,144.34,173.88,175.58,166.66,174.8,175.68,170.84,176.16,178.9,154.31,169.79,173.02,152.64,139.35,169.34,159.25,176.0,177.85,177.04,177.68,177.92,164.88,175.88,176.38,152.87,178.96,175.43,105.81,77.01,168.4,109.26,84.78,151.25,0.06826059087264497,0.05484142256708298,0.06097080253729088,0.0563654483254771,0.04254508809821465,0.07688435113125207,0.027928930882267285,0.025774954630070065,0.02818515548774294,0.06925682150531268,0.06014285134650479,0.06397549635571664,0.0579871653876621,0.04270390997949205,0.04809436512979301,0.025432467951989373,0.02918633923424174,0.030199591678899403,0.32838262278851155,0.4605761361083119
058_006_004,151.34,163.88,144.35,144.11,173.73,175.68,166.19,174.88,175.58,171.47,176.59,178.63,154.39,170.44,173.91,151.7,140.3,170.91,159.95,174.62,176.9,177.16,176.7,177.35,164.77,176.02,176.24,152.3,177.19,176.43,105.71,75.74,167.84,109.16,89.25,153.54,0.0682079135213375,0.05552888748171819,0.06156097363275494,0.056722295740604264,0.043122731532325716,0.07657224157926144,0.028065743313811373,0.025683852277618463,0.027996797937415725,0.06926362673704063,0.05748144450327021,0.06086326220791068,0.05480523722815119,0.040840166283212374,0.048713695480071144,0.025379100536275425,0.02910928396089877,0.02897469274350292,0.32636454330403697,0.501288349742899
058_006_004,151.72,164.99,144.13,143.81,174.07,175.84,166.19,174.63,175.44,171.01,175.82,179.12,154.25,170.7,173.9,152.82,137.8,171.67,160.21,174.47,177.45,176.19,176.24,177.69,164.61,175.86,176.1,152.71,177.52,175.65,105.55,74.54,167.37,109.43,84.74,152.79,0.06853483034085632,0.054896092215315315,0.06104591721527513,0.056454901361293816,0.04258801264970212,0.07610837943560782,0.02818998015329156,0.025835676056074404,0.02834407253184448,0.06886025685028176,0.05730631690537432,0.06097261672629253,0.05463912432554513,0.04104953908515578,0.047932236098700266,0.02601909330773489,0.0292403358600235,0.029078331670612054,0.3209364542273133,0.4629143246421574
058_006_004,152.42,165.68,144.9,142.55,174.89,176.26,165.1,175.33,175.99,171.0,175.76,179.13,153.01,171.9,173.99,151.82,138.15,171.24,161.23,174.97,177.43,176.36,176.78,177.86,164.26,175.99,176.25,153.32,175.66,175.36,105.48,74.8,168.42,110.05,87.69,154.01,0.0692427280703684,0.05607140246590821,0.062231595825894014,0.05731274192066187,0.043388233371738374,0.07727825080508496,0.028144427301359787,0.025647906556127847,0.027974995187383517,0.06823925397949968,0.056676890993079196,0.06042991234814714,0.05410196167619032,0.04064026549242983,0.04825869991322096,0.025699245346361733,0.029234937679654252,0.02896430552713004,0.31952836474487967,0.48076784587785
058_006_004,151.84,165.49,144.66,142.61,174.49,176.51,165.09,175.76,175.47,171.97,176.72,179.45,154.87,171.67,174.62,152.41,136.25,169.77,161.38,173.7,177.56,176.3,175.55,177.87,164.16,175.3,176.59,151.98,174.45,175.46,105.38,76.81,168.7,111.14,86.34,152.42,0.06970835992987019,0.05564339396115749,0.061514671070425644,0.056509459320153374,0.04272196291283378,0.07747271592725828,0.0275491351761289,0.025888387306791754,0.02844932494385553,0.06732994031720192,0.05677236888438876,0.060172315609894944,0.05429119222993245,0.0406053721680151,0.04801665615778935,0.026098934956591043,0.028942703866554946,0.028915268354118052,0.3274305202353683,0.46437206184541896
058_006_004,152.42,168.52,146.31,144.68,174.87,176.63,166.38,175.47,175.58,170.77,176.51,179.26,153.44,172.39,174.49,152.07,137.1,170.91,161.1,174.48,177.66,175.31,174.72,177.93,164.76,175.1,176.54,153.33,173.61,174.65,105.92,75.78,,113.11,89.42,153.47,0.0715517694879773,0.05641334290774488,0.061964086139269015,0.057017562853179896,0.04321579264701999,0.07772933861088442,0.02815236911258023,0.02566275619229319,0.02865506349167026,0.06714517063184211,0.057681775325121885,0.06093839576780366,0.054953978894832965,0.04058102695822499,0.047161614000167947,0.026805446388608576,0.028921481483611396,0.029847897795403897,0.3178390590855523,0.4819267551592246
058_006_004,152.14,165.61,145.59,144.3,175.33,177.07,166.26,176.22,174.77,170.85,176.8,178.88,154.67,171.77,175.63,151.21,137.13,170.71,161.62,173.35,177.39,174.65,173.32,177.84,165.11,173.44,175.94,154.21,172.54,174.91,106.24,,,114.25,90.35,154.78,0.07149008692658304,0.05649244671680351,0.06226182315003382,0.05765833380624665,0.04321069230822457,0.0772288606869193,0.027677960423685283,0.026143694153077743,0.029832726028668103,0.06689296047080207,0.055523488967540086,0.05877772990132077,0.052817797064072365,0.040169670482135315,0.04687125885563848,0.02671252834207531,0.029434245230368077,0.028668101250324596,,0.48823903695551474
058_006_004,152.14,165.84,145.75,146.79,174.23,176.42,168.13,175.44,174.74,170.83,176.59,179.37,154.9,170.31,174.32,151.26,139.7,169.68,161.29,175.39,178.19,175.61,174.73,177.81,163.52,172.79,175.83,153.63,174.66,175.2,105.64,,,113.93,97.24,156.84,0.07128664375890102,0.05523211944318542,0.06130345168365341,0.056722043377912576,0.042648974286550255,0.07666759282592175,0.0271009102156744,0.0261963683581394,0.02924891884523255,0.06800401266366665,0.05847265035973944,0.06237408951096379,0.05553492148819962,0.041915868077770965,0.04588682297895747,0.027496287766814193,0.029995273428357293,0.029203325710549767,,0.5441184108262598
058_006_004,152.57,166.29,145.14,145.83,174.7,176.77,167.1,175.38,174.17,171.53,176.15,179.56,155.13,170.61,174.4,151.22,139.28,172.33,161.49,173.96,178.13,176.26,173.23,178.9,164.58,172.3,177.57,153.28,173.07,174.3,105.35,,,113.35,99.01,157.71,0.0719822970074381,0.05514811469175658,0.0610118945083397,0.056041951245585316,0.04195187637247274,0.07666841691626297,0.02801964298837143,0.025999221517128218,0.028407430197140197,0.067431719362854,0.056768975596811336,0.060574904122492126,0.05387891548185397,0.04037418553803016,0.04610843703157584,0.027119701455228983,0.029477981923083894,0.02931191240025853,,0.5607790584849229
058_006_004,151.94,166.05,144.04,147.13,174.06,176.37,168.19,174.79,173.32,170.97,175.7,178.23,154.41,172.18,175.65,151.26,139.34,173.11,162.15,174.24,177.93,175.59,174.43,177.99,164.51,174.23,176.36,154.4,174.0,174.67,105.39,,,115.06,100.09,158.04,0.07173348034821288,0.054769239658927354,0.0605075941271287,0.05565277560795529,0.04115827049556781,0.07629502410220595,0.028148602677007493,0.02617628059429381,0.028488074689790636,0.06894178039134734,0.05742527884221095,0.06075752863083476,0.05363380757218209,0.039939801890604774,0.04608604319216374,0.02748313150090802,0.029766835887827543,0.029308219799060023,,0.5650092929558119
058_006_004,152.78,166.53,145.14,146.85,175.09,177.23,168.28,175.03,173.98,170.48,176.17,178.62,153.05,171.63,175.72,150.75,139.89,172.77,163.21,174.78,178.1,175.73,174.62,178.3,163.3,173.38,176.89,153.73,172.9,174.4,105.33,,,114.74,103.96,158.48,0.07240402818742872,0.05458069268098615,0.060343916837907775,0.055527084972158504,0.04109491773211491,0.07591034417513239,0.02824071619238454,0.025999236081560535,0.028384331036262544,0.06723107398495141,0.05734023300556493,0.06104742007110746,0.05457183398520389,0.040984125289119565,0.046093478403737315,0.027810141959601013,0.02975213227561247,0.02947836129044729,,0.6086695554308552
058_006_004,152.71,166.51,144.11,145.2,174.12,176.17,166.77,174.93,173.14,170.63,175.71,177.27,152.68,171.09,176.1,150.25,139.29,172.45,164.23,174.33,177.16,175.29,174.86,178.46,163.51,174.21,177.41,154.44,171.15,173.06,105.67,84.44,167.69,114.1,95.93,157.8,0.07262028584285009,0.054511488189828886,0.06017160023277706,0.05552928635921364,0.04100376269724324,0.076898070187803,0.02697625687112616,0.025620240319432643,0.028395828925799588,0.06708145731185225,0.05639681602634732,0.059582266609631694,0.053643087915736326,0.04043235234304176,0.04683358778668764,0.026831076743775863,0.029371938208748186,0.02925703400346948,0.34902492188365564,0.5270513662087087
058_006_004,153.46,166.53,146.44,145.24,174.48,176.77,166.94,175.27,174.36,171.4,175.96,179.26,154.15,170.21,174.21,149.92,139.47,174.8,164.2,174.43,177.7,175.43,175.86,178.0,164.04,174.89,176.74,155.24,171.3,174.99,105.59,83.95,166.55,112.77,90.78,159.82,0.07164664267445355,0.05353358077505225,0.059646181407556974,0.05483627136782212,0.04110493149916552,0.07593792498309006,0.026398928546863567,0.026055548925274466,0.028059950573256585,0.06635712490942308,0.054743612209526955,0.05870393424551741,0.05244773566545571,0.0395880240031148,0.04679113992115691,0.02652986324479941,0.02974077297745247,0.029281217979004216,0.34699005867563676,0.47926356061904973
058_006_004,154.27,167.77,150.43,144.76,174.2,176.27,166.11,174.91,173.65,171.23,175.21,179.22,153.8,170.28,172.69,150.37,136.07,172.74,163.69,175.46,177.53,173.96,176.28,177.23,161.55,175.84,174.91,151.36,176.14,176.51,105.67,84.47,165.38,113.44,93.83,162.12,0.0715827033296344,0.053980467301524365,0.059410547920157104,0.054390083828727454,0.04049067404873249,0.07538399168127775,0.02609751422010336,0.02563513877148631,0.02812480219851171,0.06581600645909438,0.05643139804173893,0.0604808373805947,0.05429012455237293,0.040886558330867635,0.046509452732512536,0.026448956064803655,0.029840027562116244,0.028768315538550287,0.3495760222813847,0.5021464494505293
058_006_004,156.37,169.76,150.94,146.46,173.53,177.47,166.17,174.05,174.71,171.65,174.98,179.18,154.08,171.61,173.66,151.13,135.61,173.92,163.61,175.98,177.27,174.25,177.13,177.34,162.37,176.11,175.89,152.62,174.15,175.89,105.47,86.72,164.61,113.55,92.41,161.9,0.0727534034213858,0.05404902415606313,0.05938757516227201,0.05454209699928941,0.04125870721430023,0.07649877836622468,0.026860453238009008,0.02547413524675114,0.028402972309343934,0.06675419120780644,0.05719547089572313,0.060955188558388294,0.05517386501000717,0.04256911123556573,0.04600029653980781,0.02676220097801199,0.029388051676611893,0.028126867836005834,0.35786423720452637,0.48720235467676465
058_006_004,155.93,170.64,150.61,146.26,173.42,177.84,165.88,174.02,175.23,172.15,175.01,179.28,154.67,172.04,173.83,149.23,133.46,165.51,163.37,177.43,176.76,174.83,177.45,175.71,162.39,175.44,175.75,154.57,169.6,174.83,105.61,86.5,165.11,114.63,93.21,162.38,0.07278620811447446,0.05492253957029328,0.06008650940863859,0.05552830250795251,0.04213406584571352,0.07698681725858515,0.026465420164675582,0.025579568862116205,0.028900691798903515,0.06627854299181166,0.055962712734636426,0.05991531253967946,0.053909341337450414,0.04171430370431213,0.04581931307549019,0.028088080575476345,0.029208933957567323,0.02779950895550494,0.3550221900874561,0.48804084737368003
058_006_004,156.43,171.71,152.92,146.71,172.94,177.35,166.34,173.78,175.01,171.47,174.8,179.03,153.84,171.25,173.22,150.11,134.92,166.69,165.02,176.14,177.97,174.52,175.9,175.75,163.04,174.41,175.85,153.63,171.47,175.69,105.45,87.71,165.58,116.03,101.03,163.85,0.07390425918513698,0.05491768334181445,0.059780216578361585,0.05532130311558673,0.04214657669410574,0.07765669528400947,0.02597543993631629,0.02538762435397462,0.02891833165648467,0.06680930154102933,0.05658632976360601,0.06040404229334402,0.05407551189963933,0.042148789159485334,0.045415477196334424,0.02765573746546295,0.02982429401735593,0.027131100377729995,0.36080659510451646,0.5547372466573915
058_006_004,156.22,170.26,152.84,146.64,170.58,175.74,166.55,173.14,174.22,171.49,174.25,179.86,153.57,171.97,173.55,150.73,135.88,165.91,166.43,175.89,177.6,173.17,175.4,175.07,160.84,173.62,177.63,151.73,169.7,175.11,105.53,86.94,166.04,117.47,94.36,162.25,0.07269267678340059,0.05443477265552467,0.05984720026220664,0.05525795853866441,0.04179952044606221,0.0761488754686698,0.02533568435942855,0.025339044426698223,0.028697194195625164,0.06779686006291456,0.05589534351460629,0.05985214653182987,0.05396587443124202,0.04215636024180751,0.04503515700836045,0.02731596025715885,0.02960302613236936,0.02707017003223071,0.35649543176098475,0.4993016581907303
058_006_004,156.5,170.84,153.04,146.27,170.71,175.92,166.51,173.09,173.86,170.64,173.83,179.32,152.27,172.07,173.38,150.61,137.79,166.51,167.39,175.46,177.66,172.5,174.69,173.99,160.23,172.1,178.44,151.58,169.67,175.03,105.17,88.1,166.51,116.16,95.45,161.47,0.07275299607386364,0.054778093747643274,0.059891542377524296,0.055385918723738624,0.04161390805591037,0.07702272091054076,0.025570261047131046,0.025246299215208785,0.028550381080604908,0.06808612442948592,0.05626636887029322,0.06007537896614257,0.053555875797607504,0.04148692367190641,0.04498098515427757,0.027043689137350477,0.030136185747980916,0.027468595799555528,0.36362106277624257,0.5021009947528811
058_006_004,156.74,170.11,154.63,147.93,170.78,174.85,167.99,173.56,173.31,169.48,174.43,178.57,150.8,172.12,174.44,150.92,137.53,168.45,166.78,176.4,177.64,172.32,176.06,174.41,159.87,172.79,177.85,150.96,170.37,175.5,105.51,86.66,167.26,114.4,93.71,160.52,0.07306177782818819,0.05477962361107882,0.06013730774532082,0.055639000183328756,0.04206412132718504,0.07545953029024788,0.025084562546870172,0.02533284927825513,0.028461561105787094,0.06805956801062535,0.05724993346711289,0.061302397751326905,0.05455483662968053,0.042271782526508234,0.04480945527461486,0.026717403717220787,0.030193007125135,0.02749137726300212,0.3544612408672422,0.4837866822867828
058_006_004,156.85,170.1,155.29,148.44,171.2,174.54,168.58,173.37,172.88,168.99,174.08,178.49,149.98,172.3,174.69,150.94,137.27,165.79,165.79,176.07,177.03,172.95,176.07,174.2,160.91,172.67,178.34,152.75,169.34,174.34,105.44,89.08,167.31,112.64,99.18,162.44,0.07210482636341516,0.05475346993004578,0.060109898686814725,0.05535245758093384,0.0420673863876994,0.07513973419747244,0.025608324167215743,0.02550679479466278,0.027908155745789226,0.0684364851878598,0.05688765187399349,0.061163816542583314,0.05408855198118863,0.041941353818228576,0.045416473012622104,0.02579099313768666,0.02982225219722829,0.0281878587044164,0.37797797988969134,0.5423671145229504
058_006_004,156.47,169.6,155.07,148.19,171.53,174.6,168.45,173.57,172.7,168.81,174.44,178.08,150.29,171.7,174.76,151.5,137.48,168.54,167.09,175.46,177.69,173.4,174.51,174.57,161.12,171.64,178.54,152.21,169.34,174.73,105.51,88.06,167.68,113.84,98.48,161.58,0.07246509897474343,0.0549722477131763,0.06050280854529925,0.05573827504537422,0.042039392742307065,0.07486507360370478,0.02571350193808145,0.025159226674008366,0.02827664239659325,0.06800466459566765,0.05631599432129265,0.06026160560270593,0.05382453926347257,0.042108312163622076,0.04497011635281038,0.02664115543375915,0.030086563618794943,0.027822741124825093,0.3707261097785929,0.5313818381477571
