ID,LEFT_WRIST_THUMB_CMC_MCP,LEFT_THUMB_CMC_MCP_IP,LEFT_THUMB_MCP_IP_TIP,LEFT_WRIST_INDEX_FINGER_MCP_PIP,LEFT_INDEX_FINGER_MCP_PIP_DIP,LEFT_INDEX_FINGER_PIP_DIP_TIP,LEFT_WRIST_MIDDLE_FINGER_MCP_PIP,LEFT_MIDDLE_FINGER_MCP_PIP_DIP,LEFT_MIDDLE_FINGER_PIP_DIP_TIP,LEFT_WRIST_RING_FINGER_MCP_PIP,LEFT_RING_FINGER_MCP_PIP_DIP,LEFT_RING_FINGER_PIP_DIP_TIP,LEFT_WRIST_PINKY_MCP_PIP,LEFT_PINKY_MCP_PIP_DIP,LEFT_PINKY_PIP_DIP_TIP,RIGHT_WRIST_THUMB_CMC_MCP,RIGHT_THUMB_CMC_MCP_IP,RIGHT_THUMB_MCP_IP_TIP,RIGHT_WRIST_INDEX_FINGER_MCP_PIP,RIGHT_INDEX_FINGER_MCP_PIP_DIP,RIGHT_INDEX_FINGER_PIP_DIP_TIP,RIGHT_WRIST_MIDDLE_FINGER_MCP_PIP,RIGHT_MIDDLE_FINGER_MCP_PIP_DIP,RIGHT_MIDDLE_FINGER_PIP_DIP_TIP,RIGHT_WRIST_RING_FINGER_MCP_PIP,RIGHT_RING_FINGER_MCP_PIP_DIP,RIGHT_RING_FINGER_PIP_DIP_TIP,RIGHT_WRIST_PINKY_MCP_PIP,RIGHT_PINKY_MCP_PIP_DIP,RIGHT_PINKY_PIP_DIP_TIP,R_SHOULDER_L_SHOULDER_L_ELBOW,L_SHOULDER_L_ELBOW_L_WRIST,L_ELBOW_L_WRIST_L_PINKY,L_SHOULDER_R_SHOULDER_R_ELBOW,R_SHOULDER_R_ELBOW_R_WRIST,R_ELBOW_R_WRIST_R_PINKY,LEFT_THUMB_CMC_TIP,LEFT_INDEX_MCP_TIP,LEFT_MIDDLE_MCP_TIP,LEFT_RING_MCP_TIP,LEFT_PINKY_MCP_TIP,LEFT_THUMB_TIP_INDEX_TIP,LEFT_INDEX_TIP_MIDDLE_TIP,LEFT_MIDDLE_TIP_RING_TIP,LEFT_RING_TIP_PINKY_TIP,RIGHT_THUMB_CMC_TIP,RIGHT_INDEX_MCP_TIP,RIGHT_MIDDLE_MCP_TIP,RIGHT_RING_MCP_TIP,RIGHT_PINKY_MCP_TIP,RIGHT_THUMB_TIP_INDEX_TIP,RIGHT_INDEX_TIP_MIDDLE_TIP,RIGHT_MIDDLE_TIP_RING_TIP,RIGHT_RING_TIP_PINKY_TIP,L_SHOULDER_L_WRIST,R_SHOULDER_R_WRIST
harsha_1,170.07,174.8,173.56,158.17,169.51,168.22,149.82,165.07,166.85,127.52,146.36,166.8,102.48,112.0,160.97,171.0,168.68,175.42,171.28,173.14,175.51,167.89,168.29,174.6,166.07,170.23,162.97,168.45,153.54,173.42,89.69,120.05,167.35,114.64,112.6,167.5,0.12132007777027382,0.0836998696175446,0.06292128456042098,0.060301458022335795,0.038414027063500916,0.028598397343649325,0.05009424227434134,0.03373305330169079,0.056622929919982926,0.10389985392119455,0.07054170485057548,0.04462745765729197,0.03321286344897851,0.031170046703148296,0.08150738595354415,0.05544566614591588,0.04775900201967607,0.04836498822830492,0.7226811247287117,0.6036387878860353
harsha_1,170.57,174.47,173.35,163.48,167.71,164.61,147.69,158.53,158.75,122.07,133.9,160.56,110.73,98.33,155.18,169.88,168.03,174.31,170.3,172.88,175.32,164.87,164.51,172.18,167.6,171.35,160.58,168.11,156.11,171.76,93.81,122.76,165.12,112.41,115.82,165.65,0.11084753413752618,0.08340564652038787,0.06144258631538237,0.04789039978546488,0.028391128146594582,0.024362813883845567,0.049915263329870244,0.04362216080475817,0.051050728302282695,0.10240523783455188,0.06968862420913693,0.042126147247347985,0.03371211152816087,0.031417785284835666,0.08119568100751491,0.05743203339805371,0.04575152871577948,0.05754800684776279,0.7234241815335656,0.445704384618656
harsha_1,169.82,173.1,172.57,163.99,159.52,157.82,148.6,146.87,145.51,128.13,120.39,154.19,123.34,85.17,152.26,169.07,168.97,175.18,169.31,171.31,173.52,159.4,168.79,172.68,160.27,158.29,165.69,165.6,153.76,178.74,100.66,117.62,165.89,113.59,121.6,146.97,0.10259394435987151,0.07319185754088388,0.04244137195524608,0.03880635189883321,0.024517394782652167,0.03860921763850436,0.06170348648952874,0.03089114509761351,0.043557036127110274,0.1016179866155647,0.06928043148747155,0.03992718355126895,0.03385481764875476,0.037485817919390735,0.08033113992165938,0.06771641181758625,0.05683964706197677,0.05145840732347667,0.6674208598477446,0.3507391605719314
harsha_1,167.81,174.59,173.95,172.1,156.22,163.67,149.9,141.13,157.19,136.98,102.75,155.32,146.38,64.73,134.5,168.44,168.98,174.02,166.63,171.16,173.42,166.96,167.37,171.43,166.68,168.17,168.02,165.51,154.29,168.7,106.88,123.39,164.95,111.85,105.22,160.77,0.09371389891012197,0.07329369841016539,0.04597289768229268,0.02709170758832323,0.010406623371888439,0.01982910573338347,0.05718426775816849,0.04789437645668712,0.049218853501483834,0.10230857412882899,0.06735907758627432,0.042993446230901476,0.04071828296578724,0.031522833189675345,0.07914148319484393,0.05131973914637832,0.0340058525979354,0.06256981344287575,0.6995505894645757,0.3528164102066849
harsha_1,169.47,173.55,167.29,159.65,168.32,167.28,150.41,158.32,165.64,127.81,139.59,167.14,125.05,88.72,166.64,169.89,168.38,174.62,167.76,169.35,173.19,167.36,166.3,170.74,164.02,165.24,168.51,163.0,156.56,163.83,102.3,121.89,169.86,107.2,112.03,167.79,0.11182037029368687,0.07710938520291362,0.0642277081170788,0.06194006645733001,0.03968990906675694,0.027134420144405477,0.039386719295430354,0.030539172334847445,0.05128572903990545,0.10238130825568036,0.068565194699617,0.04375584926589805,0.041138938090418485,0.029376413638329355,0.07814344568465185,0.051514157261095796,0.0318584282098684,0.06116774070712106,0.733321964271904,0.6128610822792211
harsha_1,170.71,171.39,162.22,169.81,167.1,168.4,155.0,155.18,168.81,122.78,145.8,167.12,104.97,116.75,166.16,172.59,168.02,176.64,163.95,166.7,171.81,176.05,164.95,174.02,168.38,162.73,165.28,165.17,165.25,143.26,99.2,120.33,170.29,106.65,122.4,160.84,0.1070327093212891,0.08775703924300156,0.08121671528438719,0.07264334943076287,0.046697441547717815,0.016585331738058314,0.035494410897118606,0.04001639623789231,0.057326791388843064,0.10001608326599037,0.06432372474684933,0.06464788258853937,0.04686466703176176,0.028706686417774307,0.07081084666248882,0.01819371484304328,0.045741411049931555,0.06159210653011223,0.6419111993515614,0.5653799831145341
harsha_1,172.06,170.13,166.28,163.89,158.2,155.84,149.86,143.88,157.99,117.53,132.9,159.85,98.47,119.29,155.11,172.49,167.32,174.96,163.97,168.99,173.46,170.24,164.95,170.89,161.98,169.4,163.86,158.26,163.02,133.21,105.49,125.9,171.1,96.6,124.59,161.48,0.09547488578606592,0.06538316778418464,0.05680384903355115,0.055113066854700854,0.035079268652835706,0.027534523434806092,0.03588323123331461,0.028415677173982228,0.04723047004767113,0.1001341242122112,0.06383404515385094,0.051512082275527796,0.04621602490619091,0.027266485946673705,0.07118314089629603,0.03497147287216599,0.033383392636617985,0.061036596011800476,0.7173250781218712,0.7333534153860188
harsha_1,178.91,173.38,166.0,168.21,161.96,163.26,152.16,131.28,159.7,141.11,112.57,162.3,153.45,57.92,159.24,,,,,,,,,,,,,,,,106.07,125.63,164.37,95.29,130.77,161.36,0.10952741890274639,0.07226133163825897,0.042777172006214774,0.03364193150125209,0.014673550039090016,0.02901260247148943,0.056704694186704145,0.038109096448245255,0.04761248318712133,,,,,,,,,,0.7147615323491227,0.8020679880424378
harsha_1,178.08,169.91,170.68,160.19,154.7,163.24,169.15,136.52,170.99,158.75,114.45,163.95,153.36,101.37,159.83,,,,,,,,,,,,,,,,104.35,131.49,174.86,97.48,129.53,165.04,0.09122239087758326,0.05353496602519311,0.03508231854399659,0.023112820679157844,0.016429804625009894,0.030859804138677834,0.042344217483248986,0.036868955490398765,0.03892485929684768,,,,,,,,,,0.8019076419888982,0.8389593619280304
harsha_1,175.45,170.02,168.15,172.43,171.19,170.57,171.38,166.21,173.22,168.7,149.6,169.23,165.96,154.39,165.23,171.61,158.95,176.53,170.74,158.38,162.58,150.21,161.51,159.88,131.51,151.61,162.4,171.41,133.01,148.41,107.39,123.18,178.8,95.59,123.15,176.42,0.08927776949088469,0.07112624923253048,0.04983491591891488,0.041282181680462444,0.040440592081636174,0.03947390862788246,0.048428986172160925,0.048321930394368544,0.04298621034217801,0.08970969512372073,0.05152873391831827,0.0648451288046518,0.04055507771297434,0.024977020993234057,0.050829973861349,0.0108523711461028,0.05436145475981077,0.07165497508529836,0.7801077597864762,0.8168711899547738
harsha_1,172.47,172.37,178.4,168.38,157.36,156.51,171.81,158.19,154.94,151.26,156.81,159.01,129.29,140.39,167.04,173.03,168.12,159.22,168.6,162.65,167.03,160.93,149.67,176.04,165.31,151.06,172.98,156.25,164.38,173.17,109.82,117.75,174.8,88.94,125.36,172.73,0.09319224557208022,0.045999858129858635,0.03846420031200171,0.030884006668057636,0.02599902997065946,0.04601052071603271,0.031607983928892434,0.0373890095806367,0.05224844155374958,0.0939520202932888,0.0436797074124858,0.04023999596073076,0.046685586492236454,0.05063631160512744,0.053759470076500865,0.044738220026496654,0.03326443053244979,0.04596922542650852,0.7382500568602369,0.8129626041476459
harsha_1,173.49,168.81,158.44,169.83,175.6,167.2,175.23,158.82,176.44,156.91,158.82,175.32,160.24,166.98,175.21,168.75,165.48,178.28,169.02,158.46,159.98,174.06,121.64,147.68,158.04,152.52,145.46,142.41,154.46,177.04,108.71,109.75,165.8,93.21,116.79,172.45,0.10285126815909645,0.05206811717871366,0.046182439702443144,0.06705776698543499,0.06055349927325735,0.049586574273192796,0.04359336150344334,0.08250676922771658,0.032565955450615795,0.09413605035564218,0.05439928061050179,0.02674077139054798,0.031359478930223915,0.038146871253528176,0.051064848127466,0.05891703174745583,0.025232806027917318,0.07171931850235608,0.6997440475882378,0.811852208894546
harsha_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harsha_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harsha_1,153.29,155.52,169.08,167.9,176.59,167.94,174.07,170.49,157.64,132.15,170.98,167.71,156.36,175.58,171.54,,,,,,,,,,,,,,,,110.1,105.79,175.92,88.98,111.62,177.13,0.047987916603356155,0.05162643085295388,0.04699394449903393,0.05559502782611816,0.053695004140455485,0.0443103347524305,0.032517397428315435,0.08195850155694596,0.038001659889894485,,,,,,,,,,0.7142060383966897,0.8434146373722398
harsha_1,177.62,177.88,173.36,179.48,171.59,175.66,171.42,167.18,176.65,139.27,165.92,176.52,135.05,174.34,175.9,165.82,168.14,176.75,174.15,167.43,171.78,173.54,157.09,167.97,163.43,154.47,165.86,154.22,138.83,163.27,110.4,103.17,175.71,88.99,106.49,177.61,0.11130317851647421,0.08832259773762033,0.07295856196762363,0.05451219204089285,0.07175542013122155,0.04499076252775316,0.045267748724790585,0.07598191293705375,0.08240007580262641,0.10541824263560913,0.0871454936656224,0.08945449584088677,0.0723496208711911,0.031665590785516104,0.05892145731967259,0.017491465029720828,0.045295296416754796,0.07693595514414646,0.7053281317674561,0.8313045570764168
harsha_1,177.6,177.28,173.56,177.8,170.6,174.12,177.43,164.27,169.63,152.88,172.19,174.01,140.81,172.95,171.86,164.49,167.01,176.54,174.08,164.12,174.57,170.53,155.38,170.25,165.03,156.66,167.57,129.55,146.61,173.82,110.36,101.08,174.73,89.53,102.33,172.68,0.10555838085537002,0.0890407832970835,0.07006539413121386,0.051938845511415685,0.07068226258182202,0.038957497184565024,0.04671750767416177,0.07500779931632544,0.09446248788115039,0.10448911782250653,0.09465730612170759,0.09532559463463572,0.06999358900538036,0.049244333408375314,0.06509537565313028,0.021406720928257995,0.06124244726022234,0.1220992055344482,0.7148859637432433,0.8050343829826482
harsha_1,167.1,168.06,177.67,173.61,170.14,172.48,176.59,163.87,169.65,168.06,158.51,167.68,155.49,149.06,167.77,174.56,178.31,171.99,173.75,164.85,170.67,170.92,158.85,170.34,169.48,163.97,174.97,146.98,171.72,173.03,109.22,101.63,173.09,91.1,95.12,168.37,0.11060825359039471,0.09109296490323197,0.10112833822015789,0.07959635294422523,0.04229366878497226,0.06016820974543081,0.010292405074897976,0.05078737248922974,0.07421386911851385,0.11234253338269577,0.09186338185529987,0.07670556379715576,0.057763613027237225,0.07158698883445837,0.04544568833236695,0.043610941545741404,0.07079100905947185,0.10235341275834244,0.718446607963856,0.7759167489945589
harsha_1,168.35,167.61,176.97,174.01,168.56,173.7,175.09,162.28,171.78,167.65,154.0,169.66,171.12,135.89,171.59,172.6,177.63,169.9,174.7,166.24,172.19,177.38,162.99,173.37,160.69,166.78,174.09,143.22,170.37,175.01,108.5,98.07,169.87,91.89,96.1,167.5,0.10966416705490671,0.09309274146461766,0.10056095815264302,0.07789291320811681,0.03429468189501218,0.06352545156825826,0.012691639819012071,0.05332817158986922,0.08651476709877047,0.11181617498713745,0.09345763262723637,0.07712499065199141,0.05825849515053507,0.0748712749381408,0.04643827035064247,0.045502923374814326,0.07033525063164077,0.10452934956388671,0.6692429339282634,0.7372887253366615
harsha_1,165.67,166.09,177.41,177.88,168.08,170.45,173.06,155.96,165.42,160.73,156.29,166.42,167.23,121.15,165.95,175.58,177.57,170.82,175.17,163.61,168.36,178.05,159.75,170.58,144.4,163.89,173.94,136.76,171.57,174.91,109.22,96.57,169.53,90.31,102.71,174.89,0.10521315029963917,0.08521105866965749,0.08256174497933659,0.06617489232078856,0.020251558374747493,0.05859592041039004,0.024799325844247395,0.04660209838078081,0.08951437479856252,0.1127991788275313,0.08700294126756422,0.06772707279147404,0.05331753789208368,0.06350525745625558,0.0450199616560031,0.045589314467383235,0.07090885271260548,0.08617474493782791,0.6502913847986406,0.7666500983371961
harsha_1,168.4,170.54,176.45,172.64,166.4,172.18,174.5,155.83,170.85,171.63,153.06,168.13,142.71,125.1,167.48,179.24,178.43,172.92,163.66,165.24,170.94,164.84,158.96,171.72,174.7,159.02,177.21,125.87,154.44,175.91,105.72,101.93,173.42,93.07,111.5,172.47,0.11322265348599998,0.07568263575473616,0.06312056326360445,0.05520394194117371,0.028097542439388046,0.04951680158523809,0.03273955348445622,0.036987719281920135,0.09081330519614925,0.11533896724818574,0.06740193942770056,0.05942768783117966,0.047374411152280846,0.04380033936845954,0.04249563673165214,0.031977435489145264,0.04597640189435193,0.08720514616173118,0.7097118444811431,0.8107881572649276
harsha_1,165.17,167.29,172.58,171.54,164.38,168.23,173.92,151.24,158.0,167.85,152.57,162.12,130.84,141.84,171.34,179.38,178.12,162.06,166.66,174.43,167.78,157.46,160.11,153.67,125.82,161.79,168.56,149.88,172.76,175.27,104.18,106.88,175.09,93.79,115.16,169.4,0.1085948187295113,0.07476767391232227,0.052567090385301794,0.05407251463452654,0.037793848307108885,0.052991746513367674,0.04577530848691132,0.029893676583304267,0.10081644184392372,0.10351138508133438,0.04899540109525411,0.03159661115016555,0.05055795287456666,0.08772074099621555,0.05211671281561456,0.05509699420863288,0.06891680826978312,0.0734582611551188,0.7525422500189465,0.8370098653500992
harsha_1,164.91,171.35,171.83,169.77,162.23,168.08,172.01,148.2,167.2,170.55,149.04,169.03,143.96,127.48,170.75,175.95,178.4,165.85,178.59,174.76,173.04,165.29,158.26,164.12,142.34,157.26,169.85,159.01,168.26,174.41,103.67,106.35,169.5,91.65,120.02,170.18,0.1081212406019799,0.07046988560608387,0.05415488520324307,0.05499955844588138,0.030678471253448594,0.050292355077520584,0.038804320184778196,0.031046146475877296,0.09558905412572581,0.10528210913740528,0.0645132113863907,0.04101250495653273,0.047450326900738624,0.08211297380966698,0.04021230232813812,0.05698588336543842,0.07993104239510757,0.07826451923320701,0.7193740489233722,0.8691281162529428
harsha_1,174.76,178.39,172.47,177.31,175.84,175.91,167.67,162.14,175.96,130.64,157.36,170.7,151.45,168.85,174.27,165.59,171.88,174.01,171.49,162.89,166.29,175.93,142.68,160.44,166.1,150.27,162.86,127.25,144.97,172.84,102.97,98.6,178.14,94.7,107.48,169.59,0.11277950207642416,0.07609438930648695,0.04809344003936759,0.04834446402110082,0.07790973149473002,0.03477973385801546,0.056222012744710406,0.08181224636757901,0.07641972732677221,0.10579795961049107,0.07290097705478658,0.044427241488008376,0.042125483064326306,0.04574298301638022,0.05097578224491017,0.053733996247824045,0.03356079862897959,0.0970789202652097,0.6583221685996534,0.7825810190695197
harsha_1,174.33,178.26,168.3,177.78,172.95,174.72,161.26,161.51,177.07,112.19,161.68,171.68,134.23,172.58,173.43,166.76,168.74,175.7,170.06,166.77,172.64,176.13,160.5,172.83,170.31,155.25,172.54,116.97,144.69,164.37,101.68,103.07,172.78,97.61,107.76,170.34,0.11583163801913034,0.0755609508475507,0.053594902391978436,0.05443102648336969,0.08092350829015849,0.035479708933045126,0.051087331004634036,0.08375238160097305,0.0724707973871689,0.10860623380931356,0.07903518916762527,0.07841525575939459,0.06156580013549284,0.0352664238802965,0.051598225059244086,0.020339623847220056,0.0456888264688298,0.10168093863528278,0.6888750374374025,0.7752922251695945
harsha_1,176.18,178.27,165.16,178.64,176.98,174.08,175.54,164.78,171.58,144.98,161.4,171.15,156.4,168.89,174.26,164.57,167.28,172.53,169.89,166.48,169.08,177.38,152.59,160.16,163.64,157.23,166.76,108.67,150.09,172.64,101.99,102.04,172.35,97.51,110.14,173.26,0.10947227601583112,0.07302789135808627,0.050131458871597014,0.04692332329445764,0.07970794535950158,0.037648129645578746,0.05279381591407821,0.0783898871251111,0.08482694874086939,0.10577224806547048,0.07625560415523032,0.05020657957630191,0.05585454606540641,0.04817947938327713,0.05124482661665742,0.04711544718281242,0.023841979617587532,0.10849765758046599,0.6844408974336549,0.7747619716450562
harsha_1,175.49,179.23,165.9,176.57,169.67,173.44,170.58,156.01,172.55,126.62,155.19,171.04,147.71,170.68,173.26,161.02,167.82,174.63,167.97,165.72,164.77,176.59,141.78,147.6,144.73,136.9,159.49,114.41,150.91,174.92,102.27,99.79,168.81,95.24,117.14,171.9,0.1137493068061257,0.06943076368933238,0.04475788199803308,0.04588975627883429,0.07924166595190485,0.03699091554541636,0.05360360388676089,0.07734740816079741,0.07820721394631892,0.10651162210519957,0.07341545588569594,0.04167376534621609,0.03770108323627316,0.056088072595007935,0.05273779476407578,0.05555621683268812,0.04078017993820629,0.08318878190595651,0.6931760851118913,0.8680002888859197
harsha_1,175.71,177.48,170.79,174.41,176.22,173.08,161.31,156.16,176.66,114.64,167.58,175.13,128.0,173.8,174.55,163.36,164.79,175.87,173.07,164.16,162.9,170.71,129.0,156.92,152.05,136.47,154.63,116.59,148.29,173.89,104.57,105.32,166.75,93.11,119.01,170.41,0.11546002674838744,0.07199342731696116,0.04551385074956616,0.04862126836239635,0.08421140976993356,0.03564839332032926,0.05610160296813322,0.07759550050618168,0.07263392722628431,0.10087638110176943,0.06561384634136866,0.034627840753265235,0.03711825626643159,0.04582583536881252,0.05072390067338404,0.05902551574730765,0.027183589830051418,0.0788074741689179,0.7552628606791528,0.867102889901565
harsha_1,175.38,176.78,169.93,172.69,170.86,172.55,160.81,146.99,164.18,126.23,154.29,168.81,154.6,168.85,175.07,161.76,165.94,176.55,170.85,166.48,160.99,173.21,116.37,154.22,148.54,152.25,146.72,112.22,154.28,176.67,96.69,109.34,168.48,103.74,118.3,170.84,0.10998417952727631,0.05721069134079703,0.03439240213172503,0.046763169623496505,0.08155299899033684,0.04143389028745465,0.05613000547037589,0.07700932773536545,0.07369455977711734,0.10308441277336325,0.06350743130376751,0.028539570868544688,0.037780934585394096,0.04532613992857995,0.05144596945873608,0.061616599642696696,0.01805394916745898,0.08319280916046762,0.7834902621324085,0.8528655900256863
harsha_1,175.92,177.19,163.7,174.97,173.42,168.51,170.8,153.95,163.73,138.13,156.76,169.9,156.45,167.78,174.95,168.33,168.27,174.34,168.7,161.64,160.68,164.59,123.63,155.11,135.11,146.8,152.73,110.64,153.11,171.59,98.63,102.73,169.23,102.58,117.27,169.62,0.10862493165102288,0.05741645951445963,0.03831155989111705,0.05114785559877471,0.08089632196458511,0.044509439233611996,0.05374838345735725,0.07814341581043385,0.07022363707227829,0.10168208242468477,0.062527437094397,0.03232949856502372,0.033355210897602586,0.05084174255902255,0.05310261152058398,0.06248787690118203,0.033567740005804154,0.06924717053633962,0.7105458159756787,0.8275778433335848
harsha_1,164.68,169.03,175.47,170.67,166.82,162.91,166.78,118.47,152.05,141.41,133.44,155.89,113.44,148.73,171.74,172.8,177.1,168.67,173.43,166.69,169.99,159.93,141.8,165.55,128.6,152.93,171.29,152.53,167.45,174.37,95.22,107.4,174.17,106.67,116.53,172.65,0.10269255759655234,0.06410286878989357,0.02989533646161028,0.032524344892680954,0.048171048948366595,0.054108745897933026,0.06484287821193857,0.03167003661452183,0.06548495532546075,0.10932349338006168,0.058850940958665096,0.03748539295921143,0.05114246805185611,0.07525254959452998,0.043418302454291575,0.056479080009566175,0.07488878293579505,0.06393954953714656,0.7615106583922719,0.8354736108861315
harsha_1,168.21,165.6,176.71,171.81,163.7,162.86,169.23,104.32,159.52,148.94,131.68,155.09,119.73,145.03,172.35,172.86,175.97,166.13,176.63,170.51,168.6,170.3,145.98,158.3,138.58,155.13,170.4,157.27,165.55,174.56,98.97,106.24,172.08,101.59,119.55,172.74,0.10130162446243529,0.06591237215655923,0.02942379904850302,0.03536584704104249,0.04174854886003961,0.05352071314710999,0.0690276640248749,0.022676230844556253,0.06832957599956757,0.10959380669107135,0.05999016362307135,0.03859864541625607,0.05199398168490217,0.07720408234331717,0.04436284655657431,0.05663569434506659,0.07651420387572905,0.06599509444097233,0.7462983615571649,0.8562359766489647
harsha_1,168.87,167.53,176.35,171.71,163.87,163.36,170.54,109.19,156.64,152.51,133.23,150.35,122.77,142.82,172.99,174.7,176.61,175.1,177.44,178.64,172.72,160.87,162.75,175.11,113.66,161.34,169.56,131.01,169.56,174.51,98.3,106.62,174.96,102.91,114.52,176.28,0.10414737118678852,0.06698625721661133,0.030352601120724257,0.03495685881500216,0.04050827008599092,0.05370082383986291,0.06773353954716221,0.021974127148933476,0.06836186457446855,0.11131582942591066,0.07150768209762463,0.041188410600870064,0.050171532930011524,0.07675144099632458,0.03402845413074215,0.05880557793717287,0.07563193295056575,0.06321463291229998,0.7553314079517892,0.831959670936853
harsha_1,164.95,169.97,175.96,172.22,168.35,164.75,153.52,115.35,152.88,109.02,123.77,165.6,113.34,142.67,171.7,176.29,175.73,173.41,169.15,178.02,172.65,169.61,164.79,169.01,119.81,165.19,174.74,125.86,170.85,174.51,97.68,105.37,176.36,104.03,111.21,175.88,0.10243309920831643,0.06619068792465614,0.02932727204247024,0.04361438818585004,0.04984013618387663,0.054440672356503614,0.07353146125636029,0.058328956049724746,0.03505610854482473,0.11417844666470692,0.06508556333027798,0.03996855161884159,0.05095323854459856,0.07630012289396675,0.041514445570472035,0.05402541015346879,0.07706153164763484,0.059383792661872895,0.7161345003512777,0.7948302839025293
harsha_1,164.73,168.59,174.26,170.03,166.41,161.29,167.83,105.87,151.46,146.15,122.81,154.74,122.22,146.02,171.66,175.71,177.76,169.59,173.79,168.15,171.43,151.65,144.15,172.81,121.37,151.08,171.74,147.83,165.64,173.85,97.7,109.73,174.34,103.5,112.66,177.67,0.09888793279543359,0.06020078972877049,0.026252575866885834,0.02890234173691922,0.04400146898830896,0.05482033427175972,0.06529560086465079,0.032051858377959985,0.06172048262968451,0.10403669268778196,0.05901343505179244,0.03768834723516881,0.04942390912450014,0.0689001447713234,0.0384521405668613,0.056432076446229426,0.0716336851826208,0.059131032447858126,0.7253945066968176,0.7672536901020337
harsha_1,163.01,167.56,176.79,170.35,166.75,158.19,160.29,115.01,151.85,124.2,120.69,162.07,121.97,145.65,170.09,174.75,177.17,166.09,176.27,168.68,170.5,165.45,143.21,168.85,136.35,150.5,171.51,156.77,167.98,174.21,96.54,107.01,175.35,105.18,110.48,175.64,0.10050279196502229,0.05752401217165409,0.030318528918577867,0.03917463246660351,0.049955990500336785,0.05525828336275988,0.06365679674535246,0.05464090759524252,0.04184984002165703,0.10712562747088812,0.05785014233239584,0.03697963690145079,0.04976964883662881,0.07665194376206695,0.04137990618400283,0.05810111892808725,0.07192378368390319,0.0686629933099673,0.7107196423857751,0.7623139751673602
harsha_1,174.72,175.41,166.02,174.53,176.68,171.37,172.95,161.6,163.78,140.25,158.39,171.62,159.15,168.24,174.75,164.48,166.39,175.93,172.35,167.97,162.1,158.58,107.03,154.46,118.09,125.32,162.45,111.94,148.23,169.05,99.47,101.35,175.81,101.71,108.58,177.26,0.10814741250690968,0.056668880671584904,0.037024842240465296,0.049650768265078436,0.07653803799688719,0.03944835130216518,0.0526113044882874,0.07516594241061604,0.07008404384844422,0.10377380754387999,0.06116030373530733,0.027981240441968737,0.035685760318422285,0.04876796756065393,0.0550807564023002,0.06904026153525847,0.047857043879264816,0.04743794540290787,0.669916978024433,0.7620179204402584
harsha_1,163.19,165.63,175.11,177.56,163.61,165.14,165.7,109.04,162.35,145.98,119.51,165.53,121.24,146.1,169.47,174.05,177.8,168.98,176.57,164.22,171.87,155.45,144.05,166.85,119.89,150.33,171.8,147.37,168.33,173.83,98.27,101.02,175.04,103.38,107.28,176.73,0.1007651434528065,0.06304319389953804,0.03212937047970598,0.03343083091090884,0.04378286305221536,0.050818096907290854,0.06558682182270269,0.03437923291788285,0.06033958177745781,0.11021150354810814,0.06049708210624056,0.03878851926697012,0.05143068348722442,0.07273434029610261,0.03994329716227003,0.0557607354637719,0.07125048329208908,0.06229949361992453,0.6763725125126814,0.7728971133945702
harsha_1,161.83,164.93,174.73,174.26,166.52,166.33,172.42,120.88,163.44,153.95,134.37,163.2,124.5,150.35,168.75,174.03,175.37,165.49,178.53,169.01,171.36,172.94,147.88,167.73,138.75,154.69,171.07,157.89,168.61,175.4,94.92,103.78,173.93,106.67,111.03,175.66,0.10216513016676607,0.06951654110199106,0.038920207878541654,0.04218304319811844,0.04090171849449768,0.05098965167275038,0.05695577145150296,0.02382802090615411,0.07867727740535164,0.10906458938823872,0.058845652342321204,0.03776360792316487,0.05053358711215482,0.076397203522993,0.04078090175477156,0.05718296203022734,0.07269210035468313,0.07132372584146852,0.7331646820639001,0.8009714030032798
harsha_1,164.45,164.56,173.61,176.7,167.24,165.42,174.65,115.13,157.27,156.31,138.01,158.21,121.39,146.51,171.71,174.78,175.95,165.22,177.66,168.89,170.77,177.4,154.05,166.99,140.51,155.69,172.19,158.54,169.72,175.29,97.22,103.05,169.19,104.44,111.94,172.05,0.10113852474766921,0.0656543039928498,0.03559913004658223,0.04264380940025825,0.037878166273284955,0.05272245094011367,0.05661210819434473,0.01840127126879113,0.0776302015863734,0.1089812780472855,0.05945781563793814,0.03892948678719417,0.050656075234669126,0.07721099301106377,0.040415176750102526,0.054406681532500896,0.07663828597720683,0.07083463221661782,0.7238170826797129,0.804817001742996
harsha_1,175.21,176.05,165.61,178.04,170.6,171.75,175.65,151.54,167.22,141.78,154.31,171.54,160.79,169.14,174.72,164.04,166.94,176.42,173.45,166.21,163.4,176.39,118.89,155.72,152.72,153.91,151.54,112.43,155.58,175.24,99.48,104.18,170.08,101.39,112.26,171.84,0.10937186775802726,0.06044757977121318,0.03851852609034893,0.049625686784280476,0.07625222718517122,0.03998928884748711,0.056684367776314644,0.07607368176424618,0.07081224933378505,0.1051982214589513,0.06417006854569329,0.03397302250965548,0.0432179143985868,0.041420108364193214,0.05263502972396623,0.05750274113463643,0.018501762555114248,0.08450562255176194,0.7165884431997016,0.8219477427871105
